,zhonghnanindown,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,lag9,lag10,lag11,lag12,lag13,average
5384,68,60,66,77,45,68,53,59,49,62,46,49,54,49,56
5385,58,68,60,66,77,45,68,53,59,49,62,46,49,54,59.66666667
5386,62,58,68,60,66,77,45,68,53,59,49,62,46,49,62.33333333
5387,54,62,58,68,60,66,77,45,68,53,59,49,62,46,55.66666667
5388,38,54,62,58,68,60,66,77,45,68,53,59,49,62,49
5389,48,38,54,62,58,68,60,66,77,45,68,53,59,49,50
5390,43,48,38,54,62,58,68,60,66,77,45,68,53,59,59.66666667
5391,36,43,48,38,54,62,58,68,60,66,77,45,68,53,56.33333333
5392,45,36,43,48,38,54,62,58,68,60,66,77,45,68,40
5393,34,45,36,43,48,38,54,62,58,68,60,66,77,45,42
5394,39,34,45,36,43,48,38,54,62,58,68,60,66,77,48
5395,35,39,34,45,36,43,48,38,54,62,58,68,60,66,44.33333333
5396,42,35,39,34,45,36,43,48,38,54,62,58,68,60,42.66666667
5397,33,42,35,39,34,45,36,43,48,38,54,62,58,68,47.33333333
5398,45,33,42,35,39,34,45,36,43,48,38,54,62,58,45.66666667
5399,49,45,33,42,35,39,34,45,36,43,48,38,54,62,48
5400,46,49,45,33,42,35,39,34,45,36,43,48,38,54,48
5401,40,46,49,45,33,42,35,39,34,45,36,43,48,38,45.33333333
5402,52,40,46,49,45,33,42,35,39,34,45,36,43,48,51
5403,47,52,40,46,49,45,33,42,35,39,34,45,36,43,39
5404,29,47,52,40,46,49,45,33,42,35,39,34,45,36,41.33333333
5405,39,29,47,52,40,46,49,45,33,42,35,39,34,45,38.33333333
5406,37,39,29,47,52,40,46,49,45,33,42,35,39,34,33.66666667
5407,44,37,39,29,47,52,40,46,49,45,33,42,35,39,33.33333333
5408,29,44,37,39,29,47,52,40,46,49,45,33,42,35,30.66666667
5409,34,29,44,37,39,29,47,52,40,46,49,45,33,42,43.66666667
5410,29,34,29,44,37,39,29,47,52,40,46,49,45,33,29.66666667
5411,26,29,34,29,44,37,39,29,47,52,40,46,49,45,30.33333333
5412,24,26,29,34,29,44,37,39,29,47,52,40,46,49,26.33333333
5413,18,24,26,29,34,29,44,37,39,29,47,52,40,46,26.66666667
5414,25,18,24,26,29,34,29,44,37,39,29,47,52,40,26.33333333
5415,20,25,18,24,26,29,34,29,44,37,39,29,47,52,25.66666667
5416,24,20,25,18,24,26,29,34,29,44,37,39,29,47,25.33333333
5417,30,24,20,25,18,24,26,29,34,29,44,37,39,29,19.33333333
5418,21,30,24,20,25,18,24,26,29,34,29,44,37,39,19
5419,19,21,30,24,20,25,18,24,26,29,34,29,44,37,21
5420,22,19,21,30,24,20,25,18,24,26,29,34,29,44,17.66666667
5421,16,22,19,21,30,24,20,25,18,24,26,29,34,29,17.66666667
5422,22,16,22,19,21,30,24,20,25,18,24,26,29,34,26
5423,20,22,16,22,19,21,30,24,20,25,18,24,26,29,23
5424,18,20,22,16,22,19,21,30,24,20,25,18,24,26,20.33333333
5425,20,18,20,22,16,22,19,21,30,24,20,25,18,24,17
5426,15,20,18,20,22,16,22,19,21,30,24,20,25,18,21
5427,22,15,20,18,20,22,16,22,19,21,30,24,20,25,21.66666667
5428,19,22,15,20,18,20,22,16,22,19,21,30,24,20,14.33333333
5429,19,19,22,15,20,18,20,22,16,22,19,21,30,24,20.66666667
5430,18,19,19,22,15,20,18,20,22,16,22,19,21,30,20.33333333
5431,16,18,19,19,22,15,20,18,20,22,16,22,19,21,19.33333333
5432,11,16,18,19,19,22,15,20,18,20,22,16,22,19,17.66666667
5433,21,11,16,18,19,19,22,15,20,18,20,22,16,22,17.33333333
5434,15,21,11,16,18,19,19,22,15,20,18,20,22,16,12
5435,17,15,21,11,16,18,19,19,22,15,20,18,20,22,13.33333333
5436,20,17,15,21,11,16,18,19,19,22,15,20,18,20,16
5437,12,20,17,15,21,11,16,18,19,19,22,15,20,18,12.66666667
5438,14,12,20,17,15,21,11,16,18,19,19,22,15,20,11
5439,17,14,12,20,17,15,21,11,16,18,19,19,22,15,13.66666667
5440,10,17,14,12,20,17,15,21,11,16,18,19,19,22,13.33333333
5441,17,10,17,14,12,20,17,15,21,11,16,18,19,19,12.66666667
5442,13,17,10,17,14,12,20,17,15,21,11,16,18,19,13.33333333
5443,6,13,17,10,17,14,12,20,17,15,21,11,16,18,11.33333333
5444,8,6,13,17,10,17,14,12,20,17,15,21,11,16,11
5445,7,8,6,13,17,10,17,14,12,20,17,15,21,11,11.33333333
5446,10,7,8,6,13,17,10,17,14,12,20,17,15,21,10
5447,11,10,7,8,6,13,17,10,17,14,12,20,17,15,10.66666667
5448,4,11,10,7,8,6,13,17,10,17,14,12,20,17,9.333333333
5449,9,4,11,10,7,8,6,13,17,10,17,14,12,20,7.666666667
5450,6,9,4,11,10,7,8,6,13,17,10,17,14,12,9.333333333
5451,8,6,9,4,11,10,7,8,6,13,17,10,17,14,7.666666667
5452,14,8,6,9,4,11,10,7,8,6,13,17,10,17,11.66666667
5453,7,14,8,6,9,4,11,10,7,8,6,13,17,10,10.33333333
5454,8,7,14,8,6,9,4,11,10,7,8,6,13,17,9
5455,13,8,7,14,8,6,9,4,11,10,7,8,6,13,6.666666667
5456,11,13,8,7,14,8,6,9,4,11,10,7,8,6,7.666666667
5457,8,11,13,8,7,14,8,6,9,4,11,10,7,8,9
5458,5,8,11,13,8,7,14,8,6,9,4,11,10,7,8.333333333
5459,12,5,8,11,13,8,7,14,8,6,9,4,11,10,5.333333333
5460,4,12,5,8,11,13,8,7,14,8,6,9,4,11,3
5461,4,4,12,5,8,11,13,8,7,14,8,6,9,4,3.666666667
5462,2,4,4,12,5,8,11,13,8,7,14,8,6,9,4.333333333
5463,5,2,4,4,12,5,8,11,13,8,7,14,8,6,6.333333333
5464,9,5,2,4,4,12,5,8,11,13,8,7,14,8,5
5465,7,9,5,2,4,4,12,5,8,11,13,8,7,14,6.333333333
5466,6,7,9,5,2,4,4,12,5,8,11,13,8,7,5.333333333
5467,6,6,7,9,5,2,4,4,12,5,8,11,13,8,4.333333333
5468,8,6,6,7,9,5,2,4,4,12,5,8,11,13,2.666666667
5469,5,8,6,6,7,9,5,2,4,4,12,5,8,11,3.666666667
5470,2,5,8,6,6,7,9,5,2,4,4,12,5,8,4
5471,7,2,5,8,6,6,7,9,5,2,4,4,12,5,4.666666667
5472,5,7,2,5,8,6,6,7,9,5,2,4,4,12,3.666666667
5473,3,5,7,2,5,8,6,6,7,9,5,2,4,4,1.666666667
5474,3,3,5,7,2,5,8,6,6,7,9,5,2,4,3.666666667
5475,3,3,3,5,7,2,5,8,6,6,7,9,5,2,3.333333333
5476,2,3,3,3,5,7,2,5,8,6,6,7,9,5,2.666666667
5477,6,2,3,3,3,5,7,2,5,8,6,6,7,9,2.333333333
5478,6,6,2,3,3,3,5,7,2,5,8,6,6,7,3.666666667
5479,5,6,6,2,3,3,3,5,7,2,5,8,6,6,2
5480,3,5,6,6,2,3,3,3,5,7,2,5,8,6,5
5481,5,3,5,6,6,2,3,3,3,5,7,2,5,8,2
5482,2,5,3,5,6,6,2,3,3,3,5,7,2,5,3.333333333
5483,3,2,5,3,5,6,6,2,3,3,3,5,7,2,3.666666667
5484,2,3,2,5,3,5,6,6,2,3,3,3,5,7,3.333333333
5485,1,2,3,2,5,3,5,6,6,2,3,3,3,5,2.333333333
5486,2,1,2,3,2,5,3,5,6,6,2,3,3,3,2.666666667
5487,6,2,1,2,3,2,5,3,5,6,6,2,3,3,3.333333333
5488,2,6,2,1,2,3,2,5,3,5,6,6,2,3,3
5489,4,2,6,2,1,2,3,2,5,3,5,6,6,2,3.333333333
5490,3,4,2,6,2,1,2,3,2,5,3,5,6,6,1.666666667
5491,2,3,4,2,6,2,1,2,3,2,5,3,5,6,1.333333333
5492,4,2,3,4,2,6,2,1,2,3,2,5,3,5,1.666666667
5493,1,4,2,3,4,2,6,2,1,2,3,2,5,3,3.333333333
5494,1,1,4,2,3,4,2,6,2,1,2,3,2,5,2.333333333
5495,6,1,1,4,2,3,4,2,6,2,1,2,3,2,2.666666667
5496,1,6,1,1,4,2,3,4,2,6,2,1,2,3,2
5497,2,1,6,1,1,4,2,3,4,2,6,2,1,2,2.333333333
5498,4,2,1,6,1,1,4,2,3,4,2,6,2,1,1
5499,2,4,2,1,6,1,1,4,2,3,4,2,6,2,1.333333333
5500,7,2,4,2,1,6,1,1,4,2,3,4,2,6,1.333333333
5501,1,7,2,4,2,1,6,1,1,4,2,3,4,2,1.333333333
5502,3,1,7,2,4,2,1,6,1,1,4,2,3,4,0.666666667
5503,4,3,1,7,2,4,2,1,6,1,1,4,2,3,1.666666667
5504,1,4,3,1,7,2,4,2,1,6,1,1,4,2,1.666666667
5505,3,1,4,3,1,7,2,4,2,1,6,1,1,4,0.666666667
5506,4,3,1,4,3,1,7,2,4,2,1,6,1,1,0.666666667
5507,1,4,3,1,4,3,1,7,2,4,2,1,6,1,3
5508,1,1,4,3,1,4,3,1,7,2,4,2,1,6,2
5509,1,1,1,4,3,1,4,3,1,7,2,4,2,1,2.666666667
5510,0,1,1,1,4,3,1,4,3,1,7,2,4,2,0.333333333
5511,2,0,1,1,1,4,3,1,4,3,1,7,2,4,0.333333333
5512,1,2,0,1,1,1,4,3,1,4,3,1,7,2,1
5513,1,1,2,0,1,1,1,4,3,1,4,3,1,7,3
5514,1,1,1,2,0,1,1,1,4,3,1,4,3,1,2
5515,1,1,1,1,2,0,1,1,1,4,3,1,4,3,1.333333333
5516,6,1,1,1,1,2,0,1,1,1,4,3,1,4,3
5517,0,6,1,1,1,1,2,0,1,1,1,4,3,1,1.666666667
5518,2,0,6,1,1,1,1,2,0,1,1,1,4,3,1.333333333
5519,3,2,0,6,1,1,1,1,2,0,1,1,1,4,1
5520,1,3,2,0,6,1,1,1,1,2,0,1,1,1,1
5521,3,1,3,2,0,6,1,1,1,1,2,0,1,1,1.666666667
5522,3,3,1,3,2,0,6,1,1,1,1,2,0,1,1.333333333
5523,2,3,3,1,3,2,0,6,1,1,1,1,2,0,2
5524,2,2,3,3,1,3,2,0,6,1,1,1,1,2,1.333333333
5525,1,2,2,3,3,1,3,2,0,6,1,1,1,1,2.333333333
5526,0,1,2,2,3,3,1,3,2,0,6,1,1,1,2
5527,2,0,1,2,2,3,3,1,3,2,0,6,1,1,2.666666667
5528,2,2,0,1,2,2,3,3,1,3,2,0,6,1,2.333333333
5529,4,2,2,0,1,2,2,3,3,1,3,2,0,6,2.333333333
5530,4,4,2,2,0,1,2,2,3,3,1,3,2,0,3.333333333
5531,4,4,4,2,2,0,1,2,2,3,3,1,3,2,4
5532,5,4,4,4,2,2,0,1,2,2,3,3,1,3,1.333333333
5533,4,5,4,4,4,2,2,0,1,2,2,3,3,1,4.333333333
5534,7,4,5,4,4,4,2,2,0,1,2,2,3,3,4
5535,5,7,4,5,4,4,4,2,2,0,1,2,2,3,4
5536,7,5,7,4,5,4,4,4,2,2,0,1,2,2,5
5537,5,7,5,7,4,5,4,4,4,2,2,0,1,2,5.666666667
5538,2,5,7,5,7,4,5,4,4,4,2,2,0,1,5.333333333
5539,8,2,5,7,5,7,4,5,4,4,4,2,2,0,8
5540,7,8,2,5,7,5,7,4,5,4,4,4,2,2,7.666666667
5541,7,7,8,2,5,7,5,7,4,5,4,4,4,2,5.333333333
5542,4,7,7,8,2,5,7,5,7,4,5,4,4,4,8.333333333
5543,13,4,7,7,8,2,5,7,5,7,4,5,4,4,12.33333333
5544,7,13,4,7,7,8,2,5,7,5,7,4,5,4,11
5545,11,7,13,4,7,7,8,2,5,7,5,7,4,5,13.66666667
5546,8,11,7,13,4,7,7,8,2,5,7,5,7,4,13
5547,10,8,11,7,13,4,7,7,8,2,5,7,5,7,25
5548,15,10,8,11,7,13,4,7,7,8,2,5,7,5,20.66666667
5549,12,15,10,8,11,7,13,4,7,7,8,2,5,7,29.33333333
5550,11,12,15,10,8,11,7,13,4,7,7,8,2,5,34.66666667
5551,14,11,12,15,10,8,11,7,13,4,7,7,8,2,32
5552,13,14,11,12,15,10,8,11,7,13,4,7,7,8,34.33333333
5553,22,13,14,11,12,15,10,8,11,7,13,4,7,7,43.33333333
5554,16,22,13,14,11,12,15,10,8,11,7,13,4,7,42
5555,14,16,22,13,14,11,12,15,10,8,11,7,13,4,38.33333333
5556,18,14,16,22,13,14,11,12,15,10,8,11,7,13,37.66666667
5557,13,18,14,16,22,13,14,11,12,15,10,8,11,7,38
5558,21,13,18,14,16,22,13,14,11,12,15,10,8,11,44.66666667
5559,24,21,13,18,14,16,22,13,14,11,12,15,10,8,47
5560,25,24,21,13,18,14,16,22,13,14,11,12,15,10,52
5561,29,25,24,21,13,18,14,16,22,13,14,11,12,15,54.66666667
5562,35,29,25,24,21,13,18,14,16,22,13,14,11,12,53.66666667
5563,31,35,29,25,24,21,13,18,14,16,22,13,14,11,55.66666667
5564,52,31,35,29,25,24,21,13,18,14,16,22,13,14,53.66666667
5565,43,52,31,35,29,25,24,21,13,18,14,16,22,13,70.33333333
5566,37,43,52,31,35,29,25,24,21,13,18,14,16,22,72.66666667
5567,63,37,43,52,31,35,29,25,24,21,13,18,14,16,64
5568,57,63,37,43,52,31,35,29,25,24,21,13,18,14,67.33333333
5569,40,57,63,37,43,52,31,35,29,25,24,21,13,18,65.33333333
5570,54,40,57,63,37,43,52,31,35,29,25,24,21,13,70.33333333
5571,42,54,40,57,63,37,43,52,31,35,29,25,24,21,59
5572,54,42,54,40,57,63,37,43,52,31,35,29,25,24,45.66666667
5573,44,54,42,54,40,57,63,37,43,52,31,35,29,25,55
5574,44,44,54,42,54,40,57,63,37,43,52,31,35,29,58.66666667
5575,32,44,44,54,42,54,40,57,63,37,43,52,31,35,54.66666667
5576,48,32,44,44,54,42,54,40,57,63,37,43,52,31,52.66666667
5577,36,48,32,44,44,54,42,54,40,57,63,37,43,52,55.66666667
5578,64,36,48,32,44,44,54,42,54,40,57,63,37,43,50.33333333
5579,43,64,36,48,32,44,44,54,42,54,40,57,63,37,56
5580,63,43,64,36,48,32,44,44,54,42,54,40,57,63,38.66666667
5581,45,63,43,64,36,48,32,44,44,54,42,54,40,57,50.66666667
5582,51,45,63,43,64,36,48,32,44,44,54,42,54,40,43.33333333
5583,50,51,45,63,43,64,36,48,32,44,44,54,42,54,51.33333333
5584,56,50,51,45,63,43,64,36,48,32,44,44,54,42,51.66666667
5585,34,56,50,51,45,63,43,64,36,48,32,44,44,54,47.33333333
5586,39,34,56,50,51,45,63,43,64,36,48,32,44,44,45.66666667
5587,51,39,34,56,50,51,45,63,43,64,36,48,32,44,53.66666667
5588,69,51,39,34,56,50,51,45,63,43,64,36,48,32,41.33333333
5589,57,69,51,39,34,56,50,51,45,63,43,64,36,48,40
5590,56,57,69,51,39,34,56,50,51,45,63,43,64,36,49.66666667
5591,54,56,57,69,51,39,34,56,50,51,45,63,43,64,43
5592,52,54,56,57,69,51,39,34,56,50,51,45,63,43,39
5593,42,52,54,56,57,69,51,39,34,56,50,51,45,63,41.66666667
5594,44,42,52,54,56,57,69,51,39,34,56,50,51,45,45
5595,47,44,42,52,54,56,57,69,51,39,34,56,50,51,36
5596,40,47,44,42,52,54,56,57,69,51,39,34,56,50,52.66666667
5597,61,40,47,44,42,52,54,56,57,69,51,39,34,56,39
5598,42,61,40,47,44,42,52,54,56,57,69,51,39,34,48.66666667
5599,29,42,61,40,47,44,42,52,54,56,57,69,51,39,41.66666667
5600,35,29,42,61,40,47,44,42,52,54,56,57,69,51,52.33333333
5601,40,35,29,42,61,40,47,44,42,52,54,56,57,69,44
5602,34,40,35,29,42,61,40,47,44,42,52,54,56,57,40.66666667
5603,35,34,40,35,29,42,61,40,47,44,42,52,54,56,42.33333333
5604,37,35,34,40,35,29,42,61,40,47,44,42,52,54,38
5605,29,37,35,34,40,35,29,42,61,40,47,44,42,52,37.66666667
5606,45,29,37,35,34,40,35,29,42,61,40,47,44,42,38.33333333
5607,34,45,29,37,35,34,40,35,29,42,61,40,47,44,34.66666667
5608,36,34,45,29,37,35,34,40,35,29,42,61,40,47,36
5609,30,36,34,45,29,37,35,34,40,35,29,42,61,40,39.33333333
5610,29,30,36,34,45,29,37,35,34,40,35,29,42,61,32.66666667
5611,32,29,30,36,34,45,29,37,35,34,40,35,29,42,32
5612,31,32,29,30,36,34,45,29,37,35,34,40,35,29,30.33333333
5613,39,31,32,29,30,36,34,45,29,37,35,34,40,35,28.66666667
5614,29,39,31,32,29,30,36,34,45,29,37,35,34,40,35
5615,46,29,39,31,32,29,30,36,34,45,29,37,35,34,36.66666667
5616,33,46,29,39,31,32,29,30,36,34,45,29,37,35,34
5617,42,33,46,29,39,31,32,29,30,36,34,45,29,37,35.33333333
5618,36,42,33,46,29,39,31,32,29,30,36,34,45,29,37.66666667
5619,40,36,42,33,46,29,39,31,32,29,30,36,34,45,29.66666667
5620,40,40,36,42,33,46,29,39,31,32,29,30,36,34,34.66666667
5621,38,40,40,36,42,33,46,29,39,31,32,29,30,36,29.66666667
5622,40,38,40,40,36,42,33,46,29,39,31,32,29,30,36
5623,35,40,38,40,40,36,42,33,46,29,39,31,32,29,34
5624,34,35,40,38,40,40,36,42,33,46,29,39,31,32,31.33333333
5625,24,34,35,40,38,40,40,36,42,33,46,29,39,31,35.33333333
5626,37,24,34,35,40,38,40,40,36,42,33,46,29,39,30
5627,35,37,24,34,35,40,38,40,40,36,42,33,46,29,35
5628,34,35,37,24,34,35,40,38,40,40,36,42,33,46,37.33333333
5629,46,34,35,37,24,34,35,40,38,40,40,36,42,33,32.33333333
5630,41,46,34,35,37,24,34,35,40,38,40,40,36,42,41.66666667
5631,40,41,46,34,35,37,24,34,35,40,38,40,40,36,31
5632,38,40,41,46,34,35,37,24,34,35,40,38,40,40,40.33333333
5633,33,38,40,41,46,34,35,37,24,34,35,40,38,40,40.33333333
5634,33,33,38,40,41,46,34,35,37,24,34,35,40,38,35
5635,37,33,33,38,40,41,46,34,35,37,24,34,35,40,36.66666667
5636,20,37,33,33,38,40,41,46,34,35,37,24,34,35,42.66666667
5637,29,20,37,33,33,38,40,41,46,34,35,37,24,34,30.66666667
5638,37,29,20,37,33,33,38,40,41,46,34,35,37,24,38.33333333
5639,46,37,29,20,37,33,33,38,40,41,46,34,35,37,37.33333333
5640,42,46,37,29,20,37,33,33,38,40,41,46,34,35,43
5641,43,42,46,37,29,20,37,33,33,38,40,41,46,34,41.66666667
5642,35,43,42,46,37,29,20,37,33,33,38,40,41,46,36
5643,43,35,43,42,46,37,29,20,37,33,33,38,40,41,45
5644,47,43,35,43,42,46,37,29,20,37,33,33,38,40,45.33333333
5645,51,47,43,35,43,42,46,37,29,20,37,33,33,38,37.66666667
5646,37,51,47,43,35,43,42,46,37,29,20,37,33,33,46
5647,37,37,51,47,43,35,43,42,46,37,29,20,37,33,38.33333333
5648,41,37,37,51,47,43,35,43,42,46,37,29,20,37,38
5649,33,41,37,37,51,47,43,35,43,42,46,37,29,20,40.33333333
5650,39,33,41,37,37,51,47,43,35,43,42,46,37,29,43.66666667
5651,74,39,33,41,37,37,51,47,43,35,43,42,46,37,38
5652,41,74,39,33,41,37,37,51,47,43,35,43,42,46,40.66666667
5653,42,41,74,39,33,41,37,37,51,47,43,35,43,42,38.66666667
5654,52,42,41,74,39,33,41,37,37,51,47,43,35,43,48
5655,42,52,42,41,74,39,33,41,37,37,51,47,43,35,40.66666667
5656,32,42,52,42,41,74,39,33,41,37,37,51,47,43,42.66666667
5657,52,32,42,52,42,41,74,39,33,41,37,37,51,47,40.33333333
5658,37,52,32,42,52,42,41,74,39,33,41,37,37,51,43.33333333
5659,45,37,52,32,42,52,42,41,74,39,33,41,37,37,51.66666667
5660,45,45,37,52,32,42,52,42,41,74,39,33,41,37,50.33333333
5661,42,45,45,37,52,32,42,52,42,41,74,39,33,41,50.33333333
5662,38,42,45,45,37,52,32,42,52,42,41,74,39,33,45.33333333
5663,29,38,42,45,45,37,52,32,42,52,42,41,74,39,50
5664,34,29,38,42,45,45,37,52,32,42,52,42,41,74,53.66666667
5665,44,34,29,38,42,45,45,37,52,32,42,52,42,41,55
5666,53,44,34,29,38,42,45,45,37,52,32,42,52,42,56.33333333
5667,62,53,44,34,29,38,42,45,45,37,52,32,42,52,54.66666667
5668,44,62,53,44,34,29,38,42,45,45,37,52,32,42,62.66666667
5669,51,44,62,53,44,34,29,38,42,45,45,37,52,32,48.33333333
5670,45,51,44,62,53,44,34,29,38,42,45,45,37,52,65
5671,54,45,51,44,62,53,44,34,29,38,42,45,45,37,58.33333333
5672,37,54,45,51,44,62,53,44,34,29,38,42,45,45,58.66666667
5673,59,37,54,45,51,44,62,53,44,34,29,38,42,45,59.33333333
5674,35,59,37,54,45,51,44,62,53,44,34,29,38,42,62.66666667
5675,53,35,59,37,54,45,51,44,62,53,44,34,29,38,59
5676,50,53,35,59,37,54,45,51,44,62,53,44,34,29,54.33333333
5677,59,50,53,35,59,37,54,45,51,44,62,53,44,34,52.33333333
5678,49,59,50,53,35,59,37,54,45,51,44,62,53,44,60.33333333
5679,50,49,59,50,53,35,59,37,54,45,51,44,62,53,51.66666667
5680,50,50,49,59,50,53,35,59,37,54,45,51,44,62,42.66666667
5681,47,50,50,49,59,50,53,35,59,37,54,45,51,44,46
5682,60,47,50,50,49,59,50,53,35,59,37,54,45,51,49.33333333
5683,47,60,47,50,50,49,59,50,53,35,59,37,54,45,47.33333333
5684,52,47,60,47,50,50,49,59,50,53,35,59,37,54,42
5685,45,52,47,60,47,50,50,49,59,50,53,35,59,37,50.33333333
5686,49,45,52,47,60,47,50,50,49,59,50,53,35,59,46
5687,37,49,45,52,47,60,47,50,50,49,59,50,53,35,46
5688,36,37,49,45,52,47,60,47,50,50,49,59,50,53,49.66666667
5689,37,36,37,49,45,52,47,60,47,50,50,49,59,50,46.33333333
5690,33,37,36,37,49,45,52,47,60,47,50,50,49,59,50.66666667
5691,33,33,37,36,37,49,45,52,47,60,47,50,50,49,41.33333333
5692,33,33,33,37,36,37,49,45,52,47,60,47,50,50,44.33333333
5693,36,33,33,33,37,36,37,49,45,52,47,60,47,50,35.33333333
5694,34,36,33,33,33,37,36,37,49,45,52,47,60,47,36
5695,25,34,36,33,33,33,37,36,37,49,45,52,47,60,33.66666667
5696,22,25,34,36,33,33,33,37,36,37,49,45,52,47,32.66666667
5697,27,22,25,34,36,33,33,33,37,36,37,49,45,52,39.33333333
5698,28,27,22,25,34,36,33,33,33,37,36,37,49,45,30.66666667
5699,24,28,27,22,25,34,36,33,33,33,37,36,37,49,29.66666667
5700,29,24,28,27,22,25,34,36,33,33,33,37,36,37,24
5701,25,29,24,28,27,22,25,34,36,33,33,33,37,36,25.33333333
5702,29,25,29,24,28,27,22,25,34,36,33,33,33,37,24
5703,22,29,25,29,24,28,27,22,25,34,36,33,33,33,27.33333333
5704,31,22,29,25,29,24,28,27,22,25,34,36,33,33,23.66666667
5705,13,31,22,29,25,29,24,28,27,22,25,34,36,33,19
5706,19,13,31,22,29,25,29,24,28,27,22,25,34,36,22
5707,13,19,13,31,22,29,25,29,24,28,27,22,25,34,19
5708,13,13,19,13,31,22,29,25,29,24,28,27,22,25,19
5709,14,13,13,19,13,31,22,29,25,29,24,28,27,22,21.66666667
5710,26,14,13,13,19,13,31,22,29,25,29,24,28,27,21.33333333
5711,18,26,14,13,13,19,13,31,22,29,25,29,24,28,22.66666667
5712,18,18,26,14,13,13,19,13,31,22,29,25,29,24,20.33333333
5713,11,18,18,26,14,13,13,19,13,31,22,29,25,29,17.33333333
5714,20,11,18,18,26,14,13,13,19,13,31,22,29,25,22.33333333
5715,16,20,11,18,18,26,14,13,13,19,13,31,22,29,20
5716,21,16,20,11,18,18,26,14,13,13,19,13,31,22,17
5717,19,21,16,20,11,18,18,26,14,13,13,19,13,31,19.33333333
5718,18,19,21,16,20,11,18,18,26,14,13,13,19,13,18.33333333
5719,14,18,19,21,16,20,11,18,18,26,14,13,13,19,19
5720,18,14,18,19,21,16,20,11,18,18,26,14,13,13,16.33333333
5721,17,18,14,18,19,21,16,20,11,18,18,26,14,13,14.33333333
5722,16,17,18,14,18,19,21,16,20,11,18,18,26,14,13
5723,11,16,17,18,14,18,19,21,16,20,11,18,18,26,14.66666667
5724,8,11,16,17,18,14,18,19,21,16,20,11,18,18,18
5725,17,8,11,16,17,18,14,18,19,21,16,20,11,18,15.66666667
5726,13,17,8,11,16,17,18,14,18,19,21,16,20,11,13.33333333
5727,10,13,17,8,11,16,17,18,14,18,19,21,16,20,12.66666667
5728,15,10,13,17,8,11,16,17,18,14,18,19,21,16,16
5729,7,15,10,13,17,8,11,16,17,18,14,18,19,21,11
5730,14,7,15,10,13,17,8,11,16,17,18,14,18,19,14
5731,10,14,7,15,10,13,17,8,11,16,17,18,14,18,12.33333333
5732,8,10,14,7,15,10,13,17,8,11,16,17,18,14,9.333333333
5733,4,8,10,14,7,15,10,13,17,8,11,16,17,18,11.66666667
5734,8,4,8,10,14,7,15,10,13,17,8,11,16,17,10.33333333
5735,11,8,4,8,10,14,7,15,10,13,17,8,11,16,10
5736,14,11,8,4,8,10,14,7,15,10,13,17,8,11,8
5737,9,14,11,8,4,8,10,14,7,15,10,13,17,8,5
5738,11,9,14,11,8,4,8,10,14,7,15,10,13,17,9
5739,5,11,9,14,11,8,4,8,10,14,7,15,10,13,7.666666667
5740,9,5,11,9,14,11,8,4,8,10,14,7,15,10,10
5741,11,9,5,11,9,14,11,8,4,8,10,14,7,15,10.66666667
5742,5,11,9,5,11,9,14,11,8,4,8,10,14,7,9.666666667
5743,7,5,11,9,5,11,9,14,11,8,4,8,10,14,7.666666667
5744,7,7,5,11,9,5,11,9,14,11,8,4,8,10,9.333333333
5745,7,7,7,5,11,9,5,11,9,14,11,8,4,8,9
5746,0,7,7,7,5,11,9,5,11,9,14,11,8,4,8
5747,6,0,7,7,7,5,11,9,5,11,9,14,11,8,5.333333333
5748,6,6,0,7,7,7,5,11,9,5,11,9,14,11,5.333333333
5749,4,6,6,0,7,7,7,5,11,9,5,11,9,14,2
5750,5,4,6,6,0,7,7,7,5,11,9,5,11,9,3.666666667
5751,6,5,4,6,6,0,7,7,7,5,11,9,5,11,5.333333333
5752,8,6,5,4,6,6,0,7,7,7,5,11,9,5,4.666666667
5753,8,8,6,5,4,6,6,0,7,7,7,5,11,9,8
5754,5,8,8,6,5,4,6,6,0,7,7,7,5,11,5.666666667
5755,3,5,8,8,6,5,4,6,6,0,7,7,7,5,5.333333333
5756,3,3,5,8,8,6,5,4,6,6,0,7,7,7,3.333333333
5757,6,3,3,5,8,8,6,5,4,6,6,0,7,7,4.666666667
5758,4,6,3,3,5,8,8,6,5,4,6,6,0,7,4
5759,8,4,6,3,3,5,8,8,6,5,4,6,6,0,2.333333333
5760,2,8,4,6,3,3,5,8,8,6,5,4,6,6,4.333333333
5761,3,2,8,4,6,3,3,5,8,8,6,5,4,6,2.333333333
5762,4,3,2,8,4,6,3,3,5,8,8,6,5,4,3
5763,2,4,3,2,8,4,6,3,3,5,8,8,6,5,3.666666667
5764,2,2,4,3,2,8,4,6,3,3,5,8,8,6,3
5765,2,2,2,4,3,2,8,4,6,3,3,5,8,8,2.666666667
5766,0,2,2,2,4,3,2,8,4,6,3,3,5,8,4
5767,1,0,2,2,2,4,3,2,8,4,6,3,3,5,3.333333333
5768,2,1,0,2,2,2,4,3,2,8,4,6,3,3,5
5769,4,2,1,0,2,2,2,4,3,2,8,4,6,3,2.666666667
5770,0,4,2,1,0,2,2,2,4,3,2,8,4,6,3.333333333
5771,2,0,4,2,1,0,2,2,2,4,3,2,8,4,3.333333333
5772,3,2,0,4,2,1,0,2,2,2,4,3,2,8,3
