id,time,zhonghnanindown
5870,2016/1/10 9:05,53
5871,2016/1/10 9:10,51
5872,2016/1/10 9:15,47
5873,2016/1/10 9:20,59
5874,2016/1/10 9:25,37
5875,2016/1/10 9:30,50
5876,2016/1/10 9:35,51
5877,2016/1/10 9:40,46
5878,2016/1/10 9:45,73
5879,2016/1/10 9:50,55
5880,2016/1/10 9:55,40
5881,2016/1/10 10:00,48
5882,2016/1/10 10:05,57
5883,2016/1/10 10:10,33
5884,2016/1/10 10:15,44
5885,2016/1/10 10:20,44
5886,2016/1/10 10:25,43
5887,2016/1/10 10:30,47
5888,2016/1/10 10:35,49
5889,2016/1/10 10:40,43
5890,2016/1/10 10:45,60
5891,2016/1/10 10:50,56
5892,2016/1/10 10:55,40
5893,2016/1/10 11:00,47
5894,2016/1/10 11:05,45
5895,2016/1/10 11:10,41
5896,2016/1/10 11:15,56
5897,2016/1/10 11:20,46
5898,2016/1/10 11:25,31
5899,2016/1/10 11:30,39
5900,2016/1/10 11:35,31
5901,2016/1/10 11:40,47
5902,2016/1/10 11:45,49
5903,2016/1/10 11:50,32
5904,2016/1/10 11:55,34
5905,2016/1/10 12:00,45
5906,2016/1/10 12:05,47
5907,2016/1/10 12:10,44
5908,2016/1/10 12:15,38
5909,2016/1/10 12:20,32
5910,2016/1/10 12:25,36
5911,2016/1/10 12:30,36
5912,2016/1/10 12:35,35
5913,2016/1/10 12:40,24
5914,2016/1/10 12:45,57
5915,2016/1/10 12:50,27
5916,2016/1/10 12:55,27
5917,2016/1/10 13:00,29
5918,2016/1/10 13:05,40
5919,2016/1/10 13:10,32
5920,2016/1/10 13:15,37
5921,2016/1/10 13:20,32
5922,2016/1/10 13:25,37
5923,2016/1/10 13:30,40
5924,2016/1/10 13:35,43
5925,2016/1/10 13:40,46
5926,2016/1/10 13:45,34
5927,2016/1/10 13:50,27
5928,2016/1/10 13:55,52
5929,2016/1/10 14:00,36
5930,2016/1/10 14:05,38
5931,2016/1/10 14:10,40
5932,2016/1/10 14:15,43
5933,2016/1/10 14:20,38
5934,2016/1/10 14:25,27
5935,2016/1/10 14:30,34
5936,2016/1/10 14:35,40
5937,2016/1/10 14:40,31
5938,2016/1/10 14:45,43
5939,2016/1/10 14:50,29
5940,2016/1/10 14:55,32
5941,2016/1/10 15:00,54
5942,2016/1/10 15:05,55
5943,2016/1/10 15:10,47
5944,2016/1/10 15:15,37
5945,2016/1/10 15:20,38
5946,2016/1/10 15:25,60
5947,2016/1/10 15:30,55
5948,2016/1/10 15:35,46
5949,2016/1/10 15:40,49
5950,2016/1/10 15:45,43
5951,2016/1/10 15:50,56
5952,2016/1/10 15:55,49
5953,2016/1/10 16:00,37
5954,2016/1/10 16:05,47
5955,2016/1/10 16:10,41
5956,2016/1/10 16:15,59
5957,2016/1/10 16:20,51
5958,2016/1/10 16:25,49
5959,2016/1/10 16:30,41
5960,2016/1/10 16:35,67
5961,2016/1/10 16:40,56
5962,2016/1/10 16:45,50
5963,2016/1/10 16:50,46
5964,2016/1/10 16:55,52
5965,2016/1/10 17:00,59
5966,2016/1/10 17:05,48
5967,2016/1/10 17:10,60
5968,2016/1/10 17:15,52
5969,2016/1/10 17:20,41
5970,2016/1/10 17:25,43
5971,2016/1/10 17:30,40
5972,2016/1/10 17:35,50
5973,2016/1/10 17:40,39
5974,2016/1/10 17:45,45
5975,2016/1/10 17:50,31
5976,2016/1/10 17:55,50
5977,2016/1/10 18:00,30
5978,2016/1/10 18:05,34
5979,2016/1/10 18:10,29
5980,2016/1/10 18:15,34
5981,2016/1/10 18:20,37
5982,2016/1/10 18:25,28
5983,2016/1/10 18:30,32
5984,2016/1/10 18:35,40
5985,2016/1/10 18:40,27
5986,2016/1/10 18:45,34
5987,2016/1/10 18:50,25
5988,2016/1/10 18:55,27
5989,2016/1/10 19:00,23
5990,2016/1/10 19:05,14
5991,2016/1/10 19:10,21
5992,2016/1/10 19:15,20
5993,2016/1/10 19:20,25
5994,2016/1/10 19:25,15
5995,2016/1/10 19:30,17
5996,2016/1/10 19:35,21
5997,2016/1/10 19:40,15
5998,2016/1/10 19:45,19
5999,2016/1/10 19:50,14
