id,time,huabinup,xiaoyinup,zhonghbeiindown,zhonghbeiinup,zhonghnanindown,zhonghnaninup,songjinup,xinindown,xianindown,shuginup,lianhindown
1,2015/12/21 0:00,6,2,3,1,1,0,6,8,7,7,15
2,2015/12/21 0:05,7,10,7,1,1,3,10,13,3,10,14
3,2015/12/21 0:10,9,11,5,2,1,2,9,9,6,5,10
4,2015/12/21 0:15,6,4,4,1,4,0,5,19,3,4,10
5,2015/12/21 0:20,5,2,3,1,1,1,10,7,0,6,12
6,2015/12/21 0:25,4,6,3,4,2,1,5,4,5,6,10
7,2015/12/21 0:30,4,5,3,0,3,2,10,9,4,5,8
8,2015/12/21 0:35,4,7,0,2,5,2,10,5,8,5,11
9,2015/12/21 0:40,7,7,3,1,5,1,7,5,2,4,12
10,2015/12/21 0:45,12,5,2,0,4,1,4,16,3,10,11
11,2015/12/21 0:50,5,5,2,1,2,0,13,7,3,4,11
12,2015/12/21 0:55,6,4,4,2,5,0,6,6,3,3,17
13,2015/12/21 1:00,9,4,5,0,1,0,7,9,4,2,5
14,2015/12/21 1:05,12,3,3,0,3,3,6,9,0,2,4
15,2015/12/21 1:10,6,2,0,1,3,0,12,10,6,3,6
16,2015/12/21 1:15,8,1,1,2,3,0,2,7,4,4,8
17,2015/12/21 1:20,8,4,4,0,7,3,8,8,1,4,8
18,2015/12/21 1:25,3,3,2,1,2,0,4,5,2,0,6
19,2015/12/21 1:30,10,3,6,0,3,2,7,5,2,0,4
20,2015/12/21 1:35,8,1,4,1,2,0,5,5,5,2,3
21,2015/12/21 1:40,11,2,5,0,2,1,5,6,3,2,6
22,2015/12/21 1:45,5,9,2,0,3,2,5,6,1,4,5
23,2015/12/21 1:50,5,6,5,0,1,0,5,14,2,1,4
24,2015/12/21 1:55,1,2,0,1,0,0,3,8,3,1,4
25,2015/12/21 2:00,3,2,2,1,2,2,4,6,1,2,4
26,2015/12/21 2:05,3,5,3,2,1,3,5,4,1,0,4
27,2015/12/21 2:10,2,1,2,1,1,0,3,4,2,2,5
28,2015/12/21 2:15,7,1,2,0,0,0,4,4,2,1,6
29,2015/12/21 2:20,3,0,1,2,1,0,6,4,1,1,6
30,2015/12/21 2:25,5,1,0,2,1,1,0,7,2,2,6
31,2015/12/21 2:30,8,3,1,0,0,1,3,8,0,0,1
32,2015/12/21 2:35,4,4,5,0,2,0,3,7,2,0,2
33,2015/12/21 2:40,4,2,2,0,2,1,1,4,2,2,3
34,2015/12/21 2:45,7,3,1,0,0,0,2,2,4,3,3
35,2015/12/21 2:50,10,3,2,0,2,2,5,9,1,1,1
36,2015/12/21 2:55,4,4,0,0,2,1,1,6,2,1,4
37,2015/12/21 3:00,7,0,1,0,0,0,5,3,5,1,3
38,2015/12/21 3:05,4,1,0,1,0,0,3,6,1,0,7
39,2015/12/21 3:10,11,3,3,1,1,1,3,4,2,0,4
40,2015/12/21 3:15,6,4,2,1,0,1,8,7,3,1,5
41,2015/12/21 3:20,1,1,1,1,1,0,2,3,8,1,7
42,2015/12/21 3:25,9,2,1,1,1,0,10,3,3,2,3
43,2015/12/21 3:30,4,2,0,0,0,0,2,6,8,1,4
44,2015/12/21 3:35,1,4,0,1,1,0,4,5,5,0,1
45,2015/12/21 3:40,8,3,0,0,0,0,3,5,5,2,4
46,2015/12/21 3:45,5,5,1,1,1,2,3,5,5,2,3
47,2015/12/21 3:50,10,3,0,0,3,1,2,4,4,0,1
48,2015/12/21 3:55,7,2,1,0,2,0,4,10,7,3,10
49,2015/12/21 4:00,8,2,0,1,2,0,8,3,4,5,7
50,2015/12/21 4:05,4,5,3,0,1,1,8,6,11,5,8
51,2015/12/21 4:10,4,2,1,0,0,0,15,12,6,3,3
52,2015/12/21 4:15,5,2,1,0,0,0,8,5,10,3,8
53,2015/12/21 4:20,9,3,3,0,2,0,7,8,7,0,1
54,2015/12/21 4:25,9,4,1,1,3,1,2,6,4,2,6
55,2015/12/21 4:30,7,6,2,1,1,5,4,10,2,4,4
56,2015/12/21 4:35,8,11,1,2,5,0,4,4,9,2,7
57,2015/12/21 4:40,10,5,2,0,3,0,9,14,5,3,9
58,2015/12/21 4:45,9,5,3,0,2,0,8,5,7,3,7
59,2015/12/21 4:50,8,7,2,0,1,0,11,10,9,5,6
60,2015/12/21 4:55,13,10,2,2,3,0,9,7,11,3,10
61,2015/12/21 5:00,10,6,3,0,4,1,5,13,12,8,11
62,2015/12/21 5:05,22,8,5,2,6,1,14,12,8,8,10
63,2015/12/21 5:10,12,11,3,5,10,0,9,16,11,8,13
64,2015/12/21 5:15,15,12,1,2,3,1,13,20,7,9,13
65,2015/12/21 5:20,20,15,2,3,6,3,9,13,12,9,21
66,2015/12/21 5:25,15,7,1,3,7,2,16,26,14,9,15
67,2015/12/21 5:30,22,17,6,4,6,1,21,30,14,7,8
68,2015/12/21 5:35,24,19,6,5,5,2,26,31,17,16,30
69,2015/12/21 5:40,30,25,7,5,12,7,28,37,16,10,27
70,2015/12/21 5:45,28,37,11,10,8,2,34,45,19,20,40
71,2015/12/21 5:50,26,43,6,9,13,3,27,54,17,14,44
72,2015/12/21 5:55,36,48,10,6,16,8,38,50,27,16,45
73,2015/12/21 6:00,37,52,6,9,16,14,78,67,16,28,56
74,2015/12/21 6:05,46,56,10,14,23,15,78,91,33,24,81
75,2015/12/21 6:10,44,75,10,31,22,15,102,83,52,41,114
76,2015/12/21 6:15,42,78,11,27,24,26,132,89,64,43,126
77,2015/12/21 6:20,65,107,21,29,28,30,145,101,75,50,176
78,2015/12/21 6:25,56,114,16,50,30,32,154,107,95,55,209
79,2015/12/21 6:30,82,128,17,65,34,48,184,108,115,59,236
80,2015/12/21 6:35,88,171,20,78,41,46,188,98,126,68,292
81,2015/12/21 6:40,101,139,17,68,41,48,165,109,142,62,313
82,2015/12/21 6:45,130,193,25,73,49,55,128,84,116,56,307
83,2015/12/21 6:50,106,163,21,59,54,38,147,83,137,68,315
84,2015/12/21 6:55,109,145,22,60,37,42,139,65,123,48,293
85,2015/12/21 7:00,115,164,21,49,43,29,134,68,152,44,279
86,2015/12/21 7:05,124,138,30,53,59,24,133,72,146,40,110
87,2015/12/21 7:10,122,139,28,54,53,39,128,74,131,37,99
88,2015/12/21 7:15,101,109,35,44,53,34,139,72,134,46,149
89,2015/12/21 7:20,94,117,64,22,58,30,141,50,150,41,149
90,2015/12/21 7:25,119,95,51,27,58,21,158,63,182,51,163
91,2015/12/21 7:30,108,123,48,55,61,38,150,46,142,47,191
92,2015/12/21 7:35,110,111,60,30,73,29,134,72,191,36,205
93,2015/12/21 7:40,114,134,53,53,79,22,116,36,199,28,196
94,2015/12/21 7:45,106,136,57,40,62,23,100,63,147,26,215
95,2015/12/21 7:50,115,133,73,33,58,35,134,57,153,39,230
96,2015/12/21 7:55,111,111,49,40,64,15,142,62,115,39,200
97,2015/12/21 8:00,120,120,63,24,84,23,129,74,148,34,263
98,2015/12/21 8:05,99,136,45,18,63,31,126,79,158,28,205
99,2015/12/21 8:10,117,134,65,39,69,37,130,74,149,42,224
100,2015/12/21 8:15,113,106,31,37,53,37,125,95,115,31,141
101,2015/12/21 8:20,110,114,63,30,67,19,98,88,122,57,145
102,2015/12/21 8:25,119,133,57,31,68,29,120,88,116,32,106
103,2015/12/21 8:30,115,124,42,23,51,19,104,102,142,59,269
104,2015/12/21 8:35,117,86,41,44,52,31,121,87,124,36,234
105,2015/12/21 8:40,112,108,60,30,37,23,102,99,138,41,252
106,2015/12/21 8:45,138,94,56,22,43,31,115,94,129,49,247
107,2015/12/21 8:50,119,89,54,24,55,19,102,41,133,51,219
108,2015/12/21 8:55,104,101,43,25,39,28,116,68,110,46,179
109,2015/12/21 9:00,119,94,43,18,43,27,107,73,105,42,128
110,2015/12/21 9:05,86,93,44,22,41,24,88,72,99,44,128
111,2015/12/21 9:10,128,96,39,25,43,33,105,80,110,56,162
112,2015/12/21 9:15,136,93,52,29,53,32,101,75,96,33,210
113,2015/12/21 9:20,104,89,29,24,37,37,91,90,82,58,159
114,2015/12/21 9:25,110,100,47,28,55,32,88,98,88,38,116
115,2015/12/21 9:30,140,95,53,32,47,17,85,116,114,53,113
116,2015/12/21 9:35,105,86,57,29,43,22,97,132,112,57,124
117,2015/12/21 9:40,154,72,38,40,47,27,82,126,154,45,124
118,2015/12/21 9:45,137,72,49,34,58,37,98,118,152,63,129
119,2015/12/21 9:50,152,88,44,37,43,26,119,132,130,47,114
120,2015/12/21 9:55,113,79,51,33,49,31,82,104,120,27,78
121,2015/12/21 10:00,141,91,57,28,46,36,78,97,101,48,145
122,2015/12/21 10:05,120,87,51,27,47,34,93,91,110,60,138
123,2015/12/21 10:10,134,90,50,25,38,31,78,84,123,63,168
124,2015/12/21 10:15,141,76,70,20,39,33,93,97,110,73,157
125,2015/12/21 10:20,126,80,53,22,47,43,103,112,131,64,170
126,2015/12/21 10:25,130,70,50,29,41,19,88,109,115,52,173
127,2015/12/21 10:30,115,71,52,19,38,33,81,99,92,52,120
128,2015/12/21 10:35,109,82,30,25,49,46,81,94,112,54,151
129,2015/12/21 10:40,159,68,49,25,41,31,84,120,80,42,100
130,2015/12/21 10:45,97,62,52,21,42,34,68,101,84,54,169
131,2015/12/21 10:50,90,80,38,25,36,27,85,108,78,55,181
132,2015/12/21 10:55,105,63,42,30,37,28,60,94,67,61,166
133,2015/12/21 11:00,99,61,40,13,39,19,73,90,45,55,160
134,2015/12/21 11:05,101,72,43,25,49,28,68,73,60,45,170
135,2015/12/21 11:10,115,67,41,17,41,35,69,105,48,65,149
136,2015/12/21 11:15,105,65,37,26,30,11,86,93,66,64,172
137,2015/12/21 11:20,115,59,34,16,39,18,76,91,74,46,163
138,2015/12/21 11:25,96,77,45,24,34,24,61,90,71,53,154
139,2015/12/21 11:30,97,36,38,14,32,31,60,108,63,54,152
140,2015/12/21 11:35,82,73,36,15,42,33,62,77,51,54,151
141,2015/12/21 11:40,110,63,47,21,41,27,77,85,50,56,171
142,2015/12/21 11:45,72,58,30,24,31,32,69,98,53,63,164
143,2015/12/21 11:50,103,70,42,19,36,23,62,83,58,48,141
144,2015/12/21 11:55,90,66,38,14,45,20,58,95,59,48,140
145,2015/12/21 12:00,72,48,32,12,33,29,77,87,59,47,122
146,2015/12/21 12:05,79,53,33,14,22,31,52,65,46,62,142
147,2015/12/21 12:10,79,66,31,17,44,22,76,78,48,61,137
148,2015/12/21 12:15,80,55,27,11,45,24,89,82,70,47,126
149,2015/12/21 12:20,104,54,38,6,29,33,70,80,60,50,154
150,2015/12/21 12:25,88,61,32,16,29,31,70,90,56,53,132
151,2015/12/21 12:30,85,57,40,12,31,24,73,81,61,46,148
152,2015/12/21 12:35,75,55,34,18,28,27,83,93,44,54,143
153,2015/12/21 12:40,80,69,38,20,25,33,77,91,59,58,153
154,2015/12/21 12:45,93,66,35,13,30,37,78,81,59,77,161
155,2015/12/21 12:50,103,70,51,20,41,31,88,114,48,56,163
156,2015/12/21 12:55,90,55,37,9,31,25,65,100,63,50,148
157,2015/12/21 13:00,78,69,37,13,37,26,82,86,47,60,177
158,2015/12/21 13:05,73,62,26,17,41,34,79,79,56,65,168
159,2015/12/21 13:10,84,78,45,20,26,28,79,97,62,52,137
160,2015/12/21 13:15,85,66,44,22,29,41,84,87,51,59,154
161,2015/12/21 13:20,88,68,28,15,34,32,76,83,52,51,150
162,2015/12/21 13:25,83,67,40,11,42,24,77,100,53,51,157
163,2015/12/21 13:30,104,61,48,25,40,29,76,95,57,62,146
164,2015/12/21 13:35,96,77,35,6,43,31,74,107,53,51,144
165,2015/12/21 13:40,85,63,31,13,34,35,77,97,53,75,159
166,2015/12/21 13:45,77,68,36,15,47,37,72,99,78,61,142
167,2015/12/21 13:50,89,62,30,12,31,26,97,77,55,61,146
168,2015/12/21 13:55,97,70,53,15,31,30,73,83,51,59,150
169,2015/12/21 14:00,90,73,36,21,36,35,80,107,43,43,144
170,2015/12/21 14:05,89,77,44,13,27,30,86,111,51,65,151
171,2015/12/21 14:10,88,80,33,21,46,34,78,106,64,58,151
172,2015/12/21 14:15,83,67,34,13,32,21,91,116,59,53,132
173,2015/12/21 14:20,110,56,51,7,22,23,68,100,58,64,154
174,2015/12/21 14:25,77,55,39,16,37,28,74,105,29,60,143
175,2015/12/21 14:30,106,66,25,26,35,23,80,98,52,62,136
176,2015/12/21 14:35,105,48,42,19,39,26,77,83,51,66,151
177,2015/12/21 14:40,125,80,43,14,33,36,74,107,62,57,174
178,2015/12/21 14:45,86,78,39,19,47,39,89,111,44,49,149
179,2015/12/21 14:50,88,70,35,21,40,19,73,103,73,46,153
180,2015/12/21 14:55,96,64,38,26,49,23,60,86,45,61,172
181,2015/12/21 15:00,122,62,43,27,34,32,97,90,52,48,137
182,2015/12/21 15:05,164,70,52,22,46,32,61,116,62,41,176
183,2015/12/21 15:10,150,75,45,41,43,20,65,132,51,52,152
184,2015/12/21 15:15,109,78,45,28,47,46,77,136,80,54,194
185,2015/12/21 15:20,133,69,30,28,52,27,78,136,78,49,182
186,2015/12/21 15:25,101,77,34,33,47,36,57,112,70,55,176
187,2015/12/21 15:30,143,69,33,24,50,31,68,115,55,42,173
188,2015/12/21 15:35,134,68,49,21,55,32,71,125,64,50,157
189,2015/12/21 15:40,120,69,28,20,51,29,76,126,63,65,188
190,2015/12/21 15:45,103,62,28,27,44,30,73,106,52,46,172
191,2015/12/21 15:50,125,68,33,26,51,15,56,133,50,69,180
192,2015/12/21 15:55,121,82,35,28,55,34,70,110,47,41,147
193,2015/12/21 16:00,131,87,58,23,68,25,105,111,50,37,153
194,2015/12/21 16:05,133,82,51,27,75,31,102,114,71,36,142
195,2015/12/21 16:10,146,89,54,30,64,30,74,132,59,43,169
196,2015/12/21 16:15,135,71,41,28,64,22,89,124,58,40,149
197,2015/12/21 16:20,133,87,21,26,49,22,73,126,72,44,169
198,2015/12/21 16:25,156,99,23,21,73,26,83,116,73,49,184
199,2015/12/21 16:30,154,83,27,25,67,14,89,128,67,46,157
200,2015/12/21 16:35,159,100,34,25,59,16,87,136,72,60,173
201,2015/12/21 16:40,151,90,32,32,66,17,101,114,73,45,197
202,2015/12/21 16:45,133,93,43,24,52,16,81,144,70,62,196
203,2015/12/21 16:50,168,76,56,20,47,22,85,127,99,78,225
204,2015/12/21 16:55,161,90,58,25,45,19,87,127,66,55,192
205,2015/12/21 17:00,165,82,55,25,51,19,78,113,67,58,198
206,2015/12/21 17:05,126,78,43,20,47,23,84,109,79,51,220
207,2015/12/21 17:10,139,89,47,31,30,17,89,114,90,46,200
208,2015/12/21 17:15,133,66,36,13,36,24,80,109,71,54,192
209,2015/12/21 17:20,124,80,58,14,37,30,70,96,74,58,202
210,2015/12/21 17:25,124,56,39,16,44,17,62,97,94,51,190
211,2015/12/21 17:30,120,71,36,11,38,19,68,102,61,36,161
212,2015/12/21 17:35,130,82,49,11,36,27,74,96,73,51,147
213,2015/12/21 17:40,89,57,38,15,48,14,53,117,63,46,159
214,2015/12/21 17:45,80,56,45,16,36,22,68,101,58,45,129
215,2015/12/21 17:50,91,52,43,12,32,15,53,75,54,50,155
216,2015/12/21 17:55,73,63,33,5,57,18,67,82,51,44,116
217,2015/12/21 18:00,78,62,31,14,52,7,39,77,37,42,110
218,2015/12/21 18:05,45,60,36,12,56,8,54,58,29,31,85
219,2015/12/21 18:10,70,53,29,16,39,22,56,86,29,33,91
220,2015/12/21 18:15,81,58,33,10,43,19,38,69,34,37,105
221,2015/12/21 18:20,102,45,29,4,46,8,29,75,33,20,79
222,2015/12/21 18:25,75,48,27,9,49,12,47,71,26,30,81
223,2015/12/21 18:30,82,38,27,6,31,12,47,68,42,22,108
224,2015/12/21 18:35,67,45,29,11,44,7,53,68,29,31,86
225,2015/12/21 18:40,61,42,26,11,33,12,44,95,33,42,100
226,2015/12/21 18:45,51,45,21,7,35,16,37,60,29,26,72
227,2015/12/21 18:50,79,39,34,10,27,8,34,65,30,34,74
228,2015/12/21 18:55,62,49,22,8,36,9,50,63,21,36,78
229,2015/12/21 19:00,49,36,24,8,25,13,48,79,31,24,65
230,2015/12/21 19:05,54,41,23,8,23,9,40,65,34,24,67
231,2015/12/21 19:10,64,39,26,8,27,8,39,62,27,22,60
232,2015/12/21 19:15,61,31,30,11,25,8,37,69,29,28,82
233,2015/12/21 19:20,29,31,15,7,17,7,30,49,17,26,81
234,2015/12/21 19:25,48,33,18,4,26,11,35,50,21,20,61
235,2015/12/21 19:30,34,31,17,10,19,9,35,43,14,23,62
236,2015/12/21 19:35,41,32,11,7,15,12,54,47,20,34,70
237,2015/12/21 19:40,41,29,23,6,25,13,32,50,34,36,83
238,2015/12/21 19:45,38,45,15,7,22,16,46,70,21,22,46
239,2015/12/21 19:50,36,31,16,10,23,15,43,54,21,22,68
240,2015/12/21 19:55,42,27,13,7,19,6,43,57,26,22,76
241,2015/12/21 20:00,48,38,19,5,22,12,63,57,23,22,58
242,2015/12/21 20:05,44,30,16,4,23,14,33,49,26,21,63
243,2015/12/21 20:10,43,38,25,14,23,16,38,50,27,29,69
244,2015/12/21 20:15,32,31,8,8,17,10,35,57,18,18,68
245,2015/12/21 20:20,36,23,12,5,17,9,42,55,26,23,52
246,2015/12/21 20:25,33,19,16,15,10,5,45,50,27,18,61
247,2015/12/21 20:30,35,37,16,5,23,7,36,42,24,28,66
248,2015/12/21 20:35,34,27,21,6,12,6,34,46,13,21,50
249,2015/12/21 20:40,36,22,14,6,16,8,37,45,19,19,47
250,2015/12/21 20:45,39,28,9,10,12,14,32,56,19,22,56
251,2015/12/21 20:50,34,29,25,4,12,9,37,51,24,23,60
252,2015/12/21 20:55,27,20,18,10,13,11,33,45,19,16,46
253,2015/12/21 21:00,24,20,14,21,11,16,25,49,26,17,47
254,2015/12/21 21:05,22,23,10,6,13,13,45,47,24,23,44
255,2015/12/21 21:10,35,32,16,5,17,10,21,42,16,15,55
256,2015/12/21 21:15,37,18,19,7,9,10,42,42,16,19,42
257,2015/12/21 21:20,22,18,15,1,14,10,28,41,13,23,75
258,2015/12/21 21:25,17,21,8,1,11,3,25,30,6,19,63
259,2015/12/21 21:30,33,18,12,1,17,7,26,23,13,11,35
260,2015/12/21 21:35,17,21,6,9,9,3,22,36,15,19,42
261,2015/12/21 21:40,21,18,6,4,13,4,19,24,15,11,28
262,2015/12/21 21:45,24,15,18,5,6,3,36,34,11,12,26
263,2015/12/21 21:50,38,18,17,8,10,6,27,34,16,25,57
264,2015/12/21 21:55,22,12,9,8,10,7,25,40,17,20,39
265,2015/12/21 22:00,30,20,12,3,9,2,19,42,9,17,43
266,2015/12/21 22:05,25,13,15,1,9,2,31,39,11,16,39
267,2015/12/21 22:10,24,7,5,1,7,10,24,22,12,13,37
268,2015/12/21 22:15,15,9,8,4,5,7,21,29,13,17,34
269,2015/12/21 22:20,26,12,16,3,5,7,11,14,11,7,20
270,2015/12/21 22:25,25,17,10,0,12,10,11,15,12,10,29
271,2015/12/21 22:30,14,11,6,0,8,2,18,22,10,6,30
272,2015/12/21 22:35,24,20,8,2,10,3,24,18,9,5,18
273,2015/12/21 22:40,18,16,13,6,8,2,24,28,9,12,25
274,2015/12/21 22:45,13,8,8,3,5,1,17,22,11,16,38
275,2015/12/21 22:50,13,8,5,0,3,2,12,20,6,6,20
276,2015/12/21 22:55,28,11,13,2,7,1,17,21,5,7,12
277,2015/12/21 23:00,39,10,13,2,7,3,13,21,8,10,23
278,2015/12/21 23:05,30,12,6,5,10,4,20,32,10,13,27
279,2015/12/21 23:10,24,16,10,0,9,3,10,39,9,19,35
280,2015/12/21 23:15,24,9,9,2,4,1,8,21,9,13,23
281,2015/12/21 23:20,18,6,9,0,6,5,12,20,10,7,26
282,2015/12/21 23:25,9,6,5,2,2,4,18,12,9,9,15
283,2015/12/21 23:30,8,2,8,2,1,3,13,16,6,7,24
284,2015/12/21 23:35,10,8,7,3,7,3,14,9,9,11,20
285,2015/12/21 23:40,11,15,12,4,4,5,15,9,7,8,18
286,2015/12/21 23:45,19,9,11,3,6,3,10,14,6,7,18
287,2015/12/21 23:50,12,4,5,0,3,3,10,27,6,10,19
288,2015/12/21 23:55,6,6,4,1,3,2,3,13,5,16,26
289,2015/12/22 0:00,9,6,2,1,4,5,10,7,3,9,17
290,2015/12/22 0:05,10,2,4,1,1,6,9,19,5,4,8
291,2015/12/22 0:10,11,11,7,0,1,2,11,12,5,6,15
292,2015/12/22 0:15,18,5,6,1,3,2,15,14,3,3,11
293,2015/12/22 0:20,9,6,2,2,2,3,11,19,10,4,12
294,2015/12/22 0:25,5,7,6,1,1,0,13,13,2,7,18
295,2015/12/22 0:30,4,4,3,1,2,4,11,14,4,11,25
296,2015/12/22 0:35,7,5,4,1,2,2,5,8,1,4,8
297,2015/12/22 0:40,3,4,3,3,1,0,5,6,4,4,8
298,2015/12/22 0:45,11,5,8,2,0,1,5,9,6,7,9
299,2015/12/22 0:50,9,3,4,2,4,1,5,8,3,4,4
300,2015/12/22 0:55,6,2,2,0,1,1,5,3,2,3,8
301,2015/12/22 1:00,6,6,7,2,2,3,8,10,6,1,3
302,2015/12/22 1:05,5,5,2,0,2,2,3,5,3,5,10
303,2015/12/22 1:10,3,1,3,3,3,0,8,10,2,4,8
304,2015/12/22 1:15,7,2,1,0,0,1,9,8,2,7,11
305,2015/12/22 1:20,4,2,2,1,3,1,3,6,2,4,6
306,2015/12/22 1:25,6,3,1,2,1,1,10,7,1,7,11
307,2015/12/22 1:30,3,0,2,2,0,0,3,9,5,6,8
308,2015/12/22 1:35,5,3,0,0,3,0,6,5,0,3,5
309,2015/12/22 1:40,6,4,2,0,2,2,5,3,2,4,7
310,2015/12/22 1:45,7,4,2,0,4,1,3,6,4,3,7
311,2015/12/22 1:50,3,2,1,1,1,0,4,7,2,0,4
312,2015/12/22 1:55,6,4,3,2,2,0,8,4,1,1,4
313,2015/12/22 2:00,6,4,5,0,1,1,6,12,2,2,4
314,2015/12/22 2:05,5,3,2,0,1,0,6,2,3,2,7
315,2015/12/22 2:10,1,3,0,2,2,0,4,7,2,2,4
316,2015/12/22 2:15,4,3,2,1,1,2,5,5,4,1,4
317,2015/12/22 2:20,2,2,1,1,0,0,3,4,1,4,7
318,2015/12/22 2:25,2,1,1,0,1,1,5,2,3,0,4
319,2015/12/22 2:30,4,0,1,0,1,1,2,4,2,1,3
320,2015/12/22 2:35,4,4,1,1,2,2,9,10,0,6,5
321,2015/12/22 2:40,6,1,2,0,1,0,5,7,5,2,6
322,2015/12/22 2:45,5,2,3,0,1,0,4,3,1,3,6
323,2015/12/22 2:50,6,3,1,0,2,0,3,4,1,0,1
324,2015/12/22 2:55,5,2,1,0,1,1,8,4,0,0,2
325,2015/12/22 3:00,5,0,1,1,1,0,6,6,3,1,4
326,2015/12/22 3:05,2,1,0,0,1,0,6,10,2,1,5
327,2015/12/22 3:10,8,2,2,1,1,0,4,2,4,4,7
328,2015/12/22 3:15,9,3,2,0,1,0,3,6,2,3,5
329,2015/12/22 3:20,13,4,2,1,1,0,10,15,1,3,4
330,2015/12/22 3:25,5,2,2,1,0,0,2,7,7,1,5
331,2015/12/22 3:30,7,2,2,1,0,0,4,7,6,4,3
332,2015/12/22 3:35,2,5,2,1,3,2,4,9,4,0,3
333,2015/12/22 3:40,3,4,0,0,0,0,6,5,1,1,5
334,2015/12/22 3:45,9,4,1,0,0,0,3,3,5,1,2
335,2015/12/22 3:50,5,5,0,1,1,0,8,5,3,2,3
336,2015/12/22 3:55,6,4,1,0,3,1,4,10,9,0,5
337,2015/12/22 4:00,7,7,3,1,2,1,2,2,6,1,4
338,2015/12/22 4:05,9,3,0,0,2,2,8,9,2,2,3
339,2015/12/22 4:10,8,6,1,2,1,0,11,6,7,3,4
340,2015/12/22 4:15,4,2,0,1,1,1,6,6,17,3,6
341,2015/12/22 4:20,5,1,3,0,1,0,5,6,7,2,5
342,2015/12/22 4:25,10,3,2,0,2,1,6,4,4,6,6
343,2015/12/22 4:30,15,4,2,2,2,0,6,8,5,2,2
344,2015/12/22 4:35,10,4,2,2,2,1,3,11,5,3,1
345,2015/12/22 4:40,14,8,4,2,3,0,7,12,8,7,10
346,2015/12/22 4:45,9,4,2,0,0,1,10,15,8,3,1
347,2015/12/22 4:50,14,11,2,1,5,2,7,9,10,4,10
348,2015/12/22 4:55,8,7,2,0,1,2,7,16,8,4,6
349,2015/12/22 5:00,23,7,1,0,5,0,10,10,13,5,14
350,2015/12/22 5:05,14,6,4,2,1,2,9,18,10,7,9
351,2015/12/22 5:10,17,18,5,4,5,0,8,15,5,4,12
352,2015/12/22 5:15,15,14,1,1,5,1,13,24,14,7,12
353,2015/12/22 5:20,19,14,4,2,6,2,6,24,13,4,17
354,2015/12/22 5:25,22,9,2,1,5,2,15,27,10,7,9
355,2015/12/22 5:30,26,16,7,4,7,5,16,25,10,10,17
356,2015/12/22 5:35,22,19,6,3,5,2,27,30,20,12,23
357,2015/12/22 5:40,20,24,8,4,9,1,20,37,20,13,33
358,2015/12/22 5:45,28,33,10,6,7,4,23,24,12,17,35
359,2015/12/22 5:50,28,29,12,11,10,3,25,40,14,16,35
360,2015/12/22 5:55,27,39,10,9,7,5,32,50,24,16,36
361,2015/12/22 6:00,32,49,12,10,12,7,47,57,20,21,56
362,2015/12/22 6:05,29,63,11,15,18,10,68,57,17,29,88
363,2015/12/22 6:10,51,61,11,8,20,15,88,72,32,25,94
364,2015/12/22 6:15,51,73,7,25,21,22,100,87,48,54,133
365,2015/12/22 6:20,53,88,7,21,24,25,143,89,66,49,138
366,2015/12/22 6:25,61,101,15,24,23,41,151,95,75,48,200
367,2015/12/22 6:30,73,138,13,30,38,36,181,96,73,55,192
368,2015/12/22 6:35,81,131,27,48,34,40,161,117,128,61,279
369,2015/12/22 6:40,94,130,16,49,37,55,170,96,114,71,264
370,2015/12/22 6:45,108,141,22,40,32,62,181,96,116,66,276
371,2015/12/22 6:50,95,144,19,38,29,49,130,78,120,59,325
372,2015/12/22 6:55,81,127,20,45,19,40,139,79,117,41,272
373,2015/12/22 7:00,100,147,20,43,37,38,146,76,140,45,257
374,2015/12/22 7:05,80,135,15,27,34,32,137,66,139,59,288
375,2015/12/22 7:10,95,130,18,45,31,33,140,73,136,48,236
376,2015/12/22 7:15,66,136,14,23,27,15,136,59,135,39,189
377,2015/12/22 7:20,87,124,15,18,31,15,132,58,133,48,248
378,2015/12/22 7:25,72,135,11,30,22,15,141,61,137,44,188
379,2015/12/22 7:30,102,95,16,16,33,30,142,53,133,33,179
380,2015/12/22 7:35,80,116,6,12,27,23,132,62,123,39,123
381,2015/12/22 7:40,77,121,16,25,25,20,140,65,122,44,207
382,2015/12/22 7:45,75,127,17,17,46,21,125,73,124,47,185
383,2015/12/22 7:50,86,107,22,24,31,23,102,76,110,35,147
384,2015/12/22 7:55,87,99,26,19,37,23,106,69,112,34,140
385,2015/12/22 8:00,75,125,16,22,53,19,94,82,101,38,76
386,2015/12/22 8:05,60,112,30,17,46,29,102,73,100,44,144
387,2015/12/22 8:10,71,124,31,18,51,18,111,91,97,56,157
388,2015/12/22 8:15,72,123,42,11,40,18,107,84,96,50,151
389,2015/12/22 8:20,77,114,45,23,46,33,96,93,107,39,75
390,2015/12/22 8:25,66,105,25,14,32,25,125,66,107,52,168
391,2015/12/22 8:30,61,104,27,14,29,20,115,83,106,51,175
392,2015/12/22 8:35,81,103,27,17,30,15,106,87,112,43,148
393,2015/12/22 8:40,80,125,32,11,41,19,107,90,79,72,172
394,2015/12/22 8:45,71,89,34,7,44,27,89,93,104,68,165
395,2015/12/22 8:50,61,111,33,13,27,24,114,87,78,78,178
396,2015/12/22 8:55,75,94,30,12,40,23,97,82,101,76,104
397,2015/12/22 9:00,68,86,24,13,23,20,113,105,75,60,141
