id,time,huabinup,xiaoyinup,zhonghbeiindown,zhonghbeiinup,zhonghnanindown,zhonghnaninup,songjinup,xinindown,xianindown,shuginup,lianhindown
1611,2015/12/26 14:10,119,53,43,14,41,34,97,101,55,58,136
1612,2015/12/26 14:15,70,79,25,27,37,23,81,106,58,72,130
1613,2015/12/26 14:20,79,67,22,8,44,17,87,94,60,56,156
1614,2015/12/26 14:25,100,71,41,8,43,34,72,88,69,60,131
1615,2015/12/26 14:30,101,53,39,23,46,29,81,88,57,59,133
1616,2015/12/26 14:35,74,69,49,23,31,26,86,77,62,44,143
1617,2015/12/26 14:40,85,64,40,19,27,29,85,85,62,62,139
1618,2015/12/26 14:45,79,67,45,15,44,28,95,76,64,62,153
1619,2015/12/26 14:50,94,72,44,18,45,25,70,87,55,70,163
1620,2015/12/26 14:55,81,56,35,14,40,29,89,93,44,57,139
1621,2015/12/26 15:00,121,73,43,23,41,23,80,101,55,54,139
1622,2015/12/26 15:05,106,70,43,18,39,25,70,98,52,56,113
1623,2015/12/26 15:10,98,62,53,16,41,27,78,113,57,45,138
1624,2015/12/26 15:15,91,60,47,13,38,26,74,94,56,57,130
1625,2015/12/26 15:20,118,75,46,14,38,25,73,95,61,48,136
1626,2015/12/26 15:25,80,60,38,23,51,22,76,98,55,53,130
1627,2015/12/26 15:30,96,70,35,11,47,25,73,109,46,50,121
1628,2015/12/26 15:35,85,64,37,10,44,21,77,88,55,63,144
1629,2015/12/26 15:40,77,56,29,18,36,21,59,95,43,58,144
1630,2015/12/26 15:45,79,56,46,19,34,19,74,101,45,53,127
1631,2015/12/26 15:50,99,72,47,18,35,16,85,75,47,56,125
1632,2015/12/26 15:55,77,68,43,16,50,15,80,104,41,54,122
1633,2015/12/26 16:00,96,77,40,18,51,31,72,109,50,44,111
1634,2015/12/26 16:05,72,74,39,8,45,31,60,103,35,40,117
1635,2015/12/26 16:10,98,92,33,21,40,28,73,101,49,61,115
1636,2015/12/26 16:15,100,72,47,15,58,25,78,109,50,63,141
1637,2015/12/26 16:20,120,69,42,24,62,31,73,114,65,59,170
1638,2015/12/26 16:25,105,69,36,4,65,25,87,90,42,45,141
1639,2015/12/26 16:30,111,62,45,13,44,40,81,118,59,56,138
1640,2015/12/26 16:35,84,70,31,15,47,30,81,104,51,43,128
1641,2015/12/26 16:40,82,78,20,20,46,15,76,121,53,56,125
1642,2015/12/26 16:45,125,67,24,12,46,13,83,83,42,40,124
1643,2015/12/26 16:50,103,85,46,9,43,18,67,91,58,57,147
1644,2015/12/26 16:55,109,79,46,16,64,25,66,106,56,58,163
1645,2015/12/26 17:00,103,65,27,17,57,18,82,96,50,48,151
1646,2015/12/26 17:05,118,73,37,22,66,18,78,99,65,45,166
1647,2015/12/26 17:10,92,72,46,12,46,18,73,104,66,42,136
1648,2015/12/26 17:15,90,82,33,18,51,25,81,98,51,47,146
1649,2015/12/26 17:20,98,67,28,18,52,17,59,92,46,49,138
1650,2015/12/26 17:25,99,65,12,22,68,16,84,102,43,55,150
1651,2015/12/26 17:30,91,66,26,17,64,15,98,107,55,71,150
1652,2015/12/26 17:35,75,69,9,9,60,13,72,82,57,53,193
1653,2015/12/26 17:40,89,61,20,22,72,12,83,82,51,51,155
1654,2015/12/26 17:45,83,60,26,24,52,23,58,98,30,51,137
1655,2015/12/26 17:50,92,59,18,10,61,14,51,74,46,43,150
1656,2015/12/26 17:55,71,61,16,8,52,16,64,78,48,59,146
1657,2015/12/26 18:00,69,52,42,3,48,11,53,94,40,65,139
1658,2015/12/26 18:05,62,70,33,11,47,10,51,87,34,46,108
1659,2015/12/26 18:10,72,53,27,11,32,10,60,75,32,34,93
1660,2015/12/26 18:15,80,63,34,12,51,8,65,87,35,48,126
1661,2015/12/26 18:20,63,64,37,14,34,11,59,68,32,37,91
1662,2015/12/26 18:25,49,46,24,9,37,11,63,77,36,41,122
1663,2015/12/26 18:30,65,60,20,15,41,15,46,64,34,50,108
1664,2015/12/26 18:35,45,46,18,7,33,15,45,82,35,44,88
1665,2015/12/26 18:40,58,46,25,14,30,11,54,77,33,43,93
1666,2015/12/26 18:45,55,38,23,14,23,9,55,63,32,44,108
1667,2015/12/26 18:50,34,37,10,15,21,11,39,80,32,27,77
1668,2015/12/26 18:55,46,37,23,7,16,17,43,75,23,24,80
1669,2015/12/26 19:00,48,42,22,8,25,20,58,59,21,31,74
1670,2015/12/26 19:05,46,28,28,6,20,9,41,62,30,26,80
1671,2015/12/26 19:10,43,35,20,10,14,14,49,66,32,28,85
1672,2015/12/26 19:15,41,31,21,16,28,12,47,44,27,40,79
1673,2015/12/26 19:20,53,29,17,15,25,15,45,64,21,34,99
1674,2015/12/26 19:25,37,36,23,11,19,12,54,66,35,40,88
1675,2015/12/26 19:30,38,36,16,7,20,15,53,55,35,26,72
1676,2015/12/26 19:35,40,32,17,8,23,12,51,67,33,33,85
1677,2015/12/26 19:40,45,31,28,11,16,10,42,61,27,31,69
1678,2015/12/26 19:45,47,34,25,8,23,18,37,55,22,20,56
1679,2015/12/26 19:50,41,33,18,6,25,6,33,51,26,31,79
1680,2015/12/26 19:55,25,28,20,5,14,6,48,55,21,31,70
1681,2015/12/26 20:00,37,30,22,9,20,17,40,43,17,32,72
1682,2015/12/26 20:05,30,27,16,4,19,11,42,49,20,22,63
1683,2015/12/26 20:10,31,33,17,7,18,10,39,43,26,25,73
1684,2015/12/26 20:15,34,27,18,6,15,12,45,47,17,29,55
1685,2015/12/26 20:20,44,30,25,1,12,14,58,54,19,30,64
1686,2015/12/26 20:25,39,27,17,8,16,13,36,48,29,23,73
1687,2015/12/26 20:30,39,31,19,6,17,10,41,53,24,23,68
1688,2015/12/26 20:35,36,25,23,6,13,10,42,65,23,26,61
1689,2015/12/26 20:40,46,41,26,6,21,12,46,48,22,21,56
1690,2015/12/26 20:45,24,20,10,7,12,7,51,53,24,28,81
1691,2015/12/26 20:50,45,28,26,2,26,12,41,41,31,31,53
1692,2015/12/26 20:55,30,28,20,9,18,12,34,46,19,18,57
1693,2015/12/26 21:00,21,25,20,4,12,11,42,41,18,17,53
1694,2015/12/26 21:05,34,22,16,3,14,13,38,37,21,24,60
1695,2015/12/26 21:10,25,22,22,2,11,15,43,35,23,30,58
1696,2015/12/26 21:15,29,27,27,4,13,11,42,37,23,27,50
1697,2015/12/26 21:20,22,29,23,4,12,1,48,44,16,21,50
1698,2015/12/26 21:25,35,26,15,7,16,10,38,41,21,18,47
1699,2015/12/26 21:30,38,25,22,7,13,6,38,44,19,22,48
1700,2015/12/26 21:35,28,22,23,5,17,10,34,48,15,29,53
1701,2015/12/26 21:40,30,24,15,10,14,8,25,34,24,16,45
1702,2015/12/26 21:45,23,18,11,12,11,15,31,43,15,25,43
1703,2015/12/26 21:50,22,19,17,9,8,5,27,46,7,21,60
1704,2015/12/26 21:55,15,29,15,3,15,6,32,32,9,21,55
1705,2015/12/26 22:00,23,15,21,5,11,4,28,32,11,15,34
1706,2015/12/26 22:05,21,19,14,4,7,2,21,24,13,16,33
1707,2015/12/26 22:10,31,15,15,2,13,13,26,28,15,8,23
1708,2015/12/26 22:15,31,12,14,5,4,5,27,43,9,16,34
1709,2015/12/26 22:20,27,18,15,3,13,2,29,37,14,11,31
1710,2015/12/26 22:25,30,15,14,6,10,4,26,42,13,13,33
1711,2015/12/26 22:30,20,16,9,5,12,8,23,31,10,13,37
1712,2015/12/26 22:35,20,18,15,4,9,6,24,27,12,14,40
1713,2015/12/26 22:40,30,22,15,3,5,10,27,27,14,6,25
1714,2015/12/26 22:45,19,9,12,2,9,5,24,33,15,11,32
1715,2015/12/26 22:50,10,13,11,5,6,9,21,28,6,17,45
1716,2015/12/26 22:55,15,12,7,2,4,3,15,23,15,9,18
1717,2015/12/26 23:00,11,10,14,3,5,2,15,24,9,15,22
1718,2015/12/26 23:05,17,14,14,5,3,8,16,14,2,15,24
1719,2015/12/26 23:10,16,7,8,3,6,7,10,25,6,11,24
1720,2015/12/26 23:15,12,12,7,3,5,4,21,19,11,7,19
1721,2015/12/26 23:20,29,10,12,6,8,3,12,20,10,8,20
1722,2015/12/26 23:25,22,13,14,6,8,5,17,25,8,18,25
1723,2015/12/26 23:30,8,13,6,2,7,5,7,15,9,8,28
1724,2015/12/26 23:35,17,13,11,2,5,4,20,18,5,11,17
1725,2015/12/26 23:40,16,13,3,0,8,9,21,18,10,8,28
1726,2015/12/26 23:45,10,9,8,2,5,4,12,12,10,11,22
1727,2015/12/26 23:50,10,9,9,0,4,2,11,20,10,8,23
1728,2015/12/26 23:55,13,4,8,1,1,0,14,12,3,6,17
1729,2015/12/27 0:00,7,11,3,1,2,4,10,18,3,8,13
1730,2015/12/27 0:05,8,5,7,3,3,3,9,18,2,8,11
1731,2015/12/27 0:10,16,11,6,1,4,7,10,9,6,7,16
1732,2015/12/27 0:15,6,10,2,0,7,3,11,25,2,9,15
1733,2015/12/27 0:20,12,9,4,3,5,2,8,10,7,8,21
1734,2015/12/27 0:25,4,8,1,2,5,2,13,18,7,10,16
1735,2015/12/27 0:30,8,5,4,3,2,7,7,14,1,4,11
1736,2015/12/27 0:35,5,13,3,0,4,2,9,15,4,5,19
1737,2015/12/27 0:40,7,9,4,0,1,4,5,10,8,3,12
1738,2015/12/27 0:45,3,8,5,1,1,2,6,10,4,2,6
1739,2015/12/27 0:50,10,7,4,3,5,4,9,9,4,4,11
1740,2015/12/27 0:55,11,10,8,2,6,2,8,9,4,6,15
1741,2015/12/27 1:00,3,5,2,4,2,2,0,10,4,6,10
1742,2015/12/27 1:05,6,4,3,0,2,0,7,8,1,3,6
1743,2015/12/27 1:10,5,6,1,1,1,3,8,11,2,10,13
1744,2015/12/27 1:15,6,3,6,1,2,4,3,9,3,10,13
1745,2015/12/27 1:20,15,5,4,3,5,0,10,11,3,3,7
1746,2015/12/27 1:25,10,3,4,0,3,3,3,14,2,1,3
1747,2015/12/27 1:30,7,2,3,0,1,1,15,9,4,1,7
1748,2015/12/27 1:35,6,6,4,2,3,1,10,9,5,3,7
1749,2015/12/27 1:40,2,4,1,3,0,3,6,8,4,2,8
1750,2015/12/27 1:45,8,3,5,2,0,1,7,9,7,4,8
1751,2015/12/27 1:50,3,5,6,2,0,1,7,12,5,3,6
1752,2015/12/27 1:55,4,4,3,1,3,2,2,6,2,2,8
1753,2015/12/27 2:00,6,4,4,3,1,1,6,4,3,3,3
1754,2015/12/27 2:05,5,4,2,1,2,0,5,6,3,3,7
1755,2015/12/27 2:10,4,1,1,0,0,0,11,3,5,2,3
1756,2015/12/27 2:15,10,6,4,0,4,1,8,4,5,3,10
1757,2015/12/27 2:20,7,2,2,1,1,1,9,14,3,2,9
1758,2015/12/27 2:25,6,2,5,1,3,1,4,11,4,0,1
1759,2015/12/27 2:30,6,1,0,0,2,2,0,3,0,2,1
1760,2015/12/27 2:35,4,3,1,2,0,2,5,3,2,3,6
1761,2015/12/27 2:40,2,2,1,0,2,0,4,8,3,0,5
1762,2015/12/27 2:45,5,2,0,0,1,0,3,1,1,3,5
1763,2015/12/27 2:50,3,6,2,0,3,0,5,6,0,2,3
1764,2015/12/27 2:55,4,7,2,0,2,1,2,4,1,3,6
1765,2015/12/27 3:00,5,4,3,1,2,0,6,8,0,2,4
1766,2015/12/27 3:05,6,1,1,1,0,0,4,6,8,1,2
1767,2015/12/27 3:10,8,3,1,0,1,1,1,6,3,1,2
1768,2015/12/27 3:15,5,5,3,1,2,0,0,6,2,2,2
1769,2015/12/27 3:20,5,2,0,0,2,1,3,4,1,1,1
1770,2015/12/27 3:25,1,2,0,0,1,0,7,7,4,4,5
1771,2015/12/27 3:30,9,1,0,1,0,1,2,4,4,2,6
1772,2015/12/27 3:35,2,2,1,2,0,0,8,5,0,0,1
1773,2015/12/27 3:40,7,1,1,0,2,1,8,6,9,1,7
1774,2015/12/27 3:45,6,3,1,0,1,0,10,8,6,3,4
1775,2015/12/27 3:50,6,3,2,1,1,1,7,4,7,1,5
1776,2015/12/27 3:55,3,3,4,0,0,1,6,10,3,1,3
1777,2015/12/27 4:00,8,4,2,0,3,1,5,1,6,7,9
1778,2015/12/27 4:05,3,3,2,0,2,1,8,4,9,2,2
1779,2015/12/27 4:10,7,4,1,0,0,2,7,1,7,4,8
1780,2015/12/27 4:15,8,2,0,2,1,1,4,12,2,4,3
1781,2015/12/27 4:20,7,5,4,1,1,0,5,11,6,4,8
1782,2015/12/27 4:25,12,2,3,0,1,0,8,6,10,2,2
1783,2015/12/27 4:30,6,4,1,0,3,0,6,11,6,2,3
1784,2015/12/27 4:35,8,6,1,1,1,1,5,6,3,8,12
1785,2015/12/27 4:40,7,7,2,0,4,1,5,4,11,5,5
1786,2015/12/27 4:45,9,4,2,1,4,2,7,7,12,3,5
1787,2015/12/27 4:50,8,8,2,1,1,0,5,8,8,2,6
1788,2015/12/27 4:55,7,5,3,1,7,0,5,6,6,5,9
1789,2015/12/27 5:00,13,9,2,0,6,0,10,6,3,3,9
1790,2015/12/27 5:05,10,9,4,2,9,1,9,12,4,3,5
1791,2015/12/27 5:10,17,4,2,2,2,0,7,9,7,5,18
1792,2015/12/27 5:15,13,7,0,0,4,1,8,12,11,7,8
1793,2015/12/27 5:20,14,8,2,5,2,2,10,19,9,9,12
1794,2015/12/27 5:25,12,9,1,2,1,1,13,13,13,11,20
1795,2015/12/27 5:30,15,9,1,5,8,0,13,18,15,2,17
1796,2015/12/27 5:35,11,10,1,3,8,2,14,13,9,13,15
1797,2015/12/27 5:40,18,11,4,3,3,3,12,21,11,10,21
1798,2015/12/27 5:45,14,8,2,3,7,4,13,14,13,9,19
1799,2015/12/27 5:50,12,17,4,3,3,2,16,22,11,21,31
1800,2015/12/27 5:55,19,17,5,6,9,0,17,19,11,17,28
1801,2015/12/27 6:00,27,20,7,7,9,3,18,21,13,7,24
1802,2015/12/27 6:05,21,17,7,2,10,3,22,30,11,12,36
1803,2015/12/27 6:10,17,19,6,3,4,2,26,28,24,23,38
1804,2015/12/27 6:15,26,22,5,6,8,2,22,45,17,12,37
1805,2015/12/27 6:20,19,22,6,7,8,5,17,25,16,14,33
1806,2015/12/27 6:25,23,19,8,5,10,7,36,40,22,27,48
1807,2015/12/27 6:30,24,31,6,8,7,5,32,37,13,15,45
1808,2015/12/27 6:35,28,28,7,5,16,7,30,37,16,15,60
1809,2015/12/27 6:40,29,29,11,9,14,6,42,60,21,25,54
1810,2015/12/27 6:45,31,31,11,8,17,4,41,46,22,11,47
1811,2015/12/27 6:50,33,35,13,7,11,5,52,46,21,25,55
1812,2015/12/27 6:55,34,34,15,9,11,1,48,49,31,22,63
1813,2015/12/27 7:00,40,37,7,12,13,4,57,48,40,30,59
1814,2015/12/27 7:05,40,42,12,8,23,18,76,46,36,27,70
1815,2015/12/27 7:10,37,52,17,13,14,11,61,67,42,21,78
1816,2015/12/27 7:15,51,62,14,16,19,5,66,60,51,42,107
1817,2015/12/27 7:20,55,76,19,12,28,17,66,62,51,29,78
1818,2015/12/27 7:25,45,72,20,22,32,19,85,89,62,28,103
1819,2015/12/27 7:30,60,73,30,13,39,10,97,68,61,51,111
1820,2015/12/27 7:35,60,78,21,12,28,12,97,75,59,51,129
1821,2015/12/27 7:40,54,82,32,13,42,28,83,72,59,48,131
1822,2015/12/27 7:45,70,86,25,17,33,30,113,88,74,35,112
1823,2015/12/27 7:50,72,92,40,16,54,20,104,87,67,62,156
1824,2015/12/27 7:55,65,92,32,14,39,25,102,95,78,58,155
1825,2015/12/27 8:00,91,79,40,17,53,21,102,73,85,47,114
1826,2015/12/27 8:05,74,84,33,22,53,25,84,90,74,51,134
1827,2015/12/27 8:10,89,94,39,24,46,24,114,95,77,63,144
1828,2015/12/27 8:15,78,110,37,28,42,26,100,79,87,68,167
1829,2015/12/27 8:20,91,96,48,15,53,32,92,87,68,50,130
1830,2015/12/27 8:25,62,75,51,22,36,30,108,121,75,62,146
1831,2015/12/27 8:30,84,92,51,20,45,30,90,82,72,70,166
1832,2015/12/27 8:35,73,96,33,13,47,28,122,104,76,53,140
1833,2015/12/27 8:40,102,98,43,20,43,35,109,104,81,60,130
1834,2015/12/27 8:45,107,100,63,20,42,18,89,98,74,66,168
1835,2015/12/27 8:50,109,82,52,14,51,23,93,104,75,63,136
1836,2015/12/27 8:55,100,82,66,27,55,23,107,91,91,66,156
1837,2015/12/27 9:00,91,77,58,24,39,29,80,97,71,54,128
1838,2015/12/27 9:05,69,87,30,17,30,27,92,99,87,58,152
1839,2015/12/27 9:10,104,78,45,24,48,35,96,87,81,58,148
1840,2015/12/27 9:15,104,100,43,31,47,39,111,98,87,55,152
1841,2015/12/27 9:20,112,72,39,38,49,25,93,121,91,58,156
1842,2015/12/27 9:25,98,93,57,33,53,28,93,114,103,70,174
1843,2015/12/27 9:30,110,112,56,30,31,28,88,106,106,64,169
1844,2015/12/27 9:35,100,106,67,23,48,32,103,96,82,75,206
1845,2015/12/27 9:40,119,99,40,22,57,35,95,121,77,93,209
1846,2015/12/27 9:45,113,106,62,31,66,41,93,92,91,83,221
1847,2015/12/27 9:50,120,103,44,30,60,23,78,112,100,70,203
1848,2015/12/27 9:55,96,93,46,28,44,23,123,121,84,59,145
1849,2015/12/27 10:00,120,94,48,22,50,28,98,101,80,68,171
1850,2015/12/27 10:05,94,110,48,17,60,36,90,106,80,62,171
1851,2015/12/27 10:10,111,102,48,14,42,29,117,102,84,80,183
1852,2015/12/27 10:15,78,98,56,25,44,24,99,130,81,75,196
1853,2015/12/27 10:20,113,90,41,17,50,31,105,102,70,83,224
1854,2015/12/27 10:25,79,85,47,20,41,30,103,106,52,77,212
1855,2015/12/27 10:30,114,87,69,16,46,30,108,122,79,77,175
1856,2015/12/27 10:35,99,80,51,16,37,21,101,98,77,63,167
1857,2015/12/27 10:40,124,74,52,15,45,35,99,110,66,69,170
1858,2015/12/27 10:45,88,117,50,21,46,24,89,105,76,65,184
1859,2015/12/27 10:50,99,74,34,11,40,21,81,102,51,75,183
1860,2015/12/27 10:55,84,67,33,24,42,32,80,100,84,77,212
1861,2015/12/27 11:00,102,91,42,24,43,33,74,108,55,90,184
1862,2015/12/27 11:05,88,64,52,20,34,26,94,108,53,71,175
1863,2015/12/27 11:10,105,69,49,19,31,19,89,111,86,77,171
1864,2015/12/27 11:15,71,61,43,19,41,21,68,104,64,69,154
1865,2015/12/27 11:20,78,64,34,18,43,28,67,86,51,77,148
1866,2015/12/27 11:25,94,68,32,15,37,21,53,96,46,72,172
1867,2015/12/27 11:30,77,55,27,18,29,21,75,95,47,63,148
1868,2015/12/27 11:35,68,66,30,17,32,29,56,105,48,49,124
1869,2015/12/27 11:40,91,57,39,19,39,31,60,94,53,89,173
1870,2015/12/27 11:45,86,73,48,27,37,22,78,74,54,72,166
1871,2015/12/27 11:50,89,73,46,19,28,14,102,63,69,65,162
1872,2015/12/27 11:55,67,58,33,15,39,19,110,98,69,62,151
1873,2015/12/27 12:00,90,73,36,15,37,16,108,88,53,63,150
1874,2015/12/27 12:05,74,67,33,15,44,27,108,93,59,67,155
1875,2015/12/27 12:10,100,76,30,12,52,22,110,102,52,55,131
1876,2015/12/27 12:15,80,63,41,10,43,28,99,90,51,47,155
1877,2015/12/27 12:20,101,72,38,18,46,33,96,87,67,52,144
1878,2015/12/27 12:25,82,71,38,24,42,27,84,85,62,63,158
1879,2015/12/27 12:30,102,61,31,17,40,21,65,97,56,45,161
1880,2015/12/27 12:35,70,67,34,29,40,25,94,81,71,75,156
1881,2015/12/27 12:40,82,67,29,26,36,26,96,87,61,60,147
1882,2015/12/27 12:45,71,75,36,31,40,28,92,79,82,63,166
1883,2015/12/27 12:50,103,61,46,14,50,21,78,95,63,57,189
1884,2015/12/27 12:55,77,81,44,12,36,19,76,93,53,73,173
1885,2015/12/27 13:00,73,60,29,14,31,27,71,73,67,70,170
1886,2015/12/27 13:05,68,69,39,23,33,28,76,88,50,70,160
1887,2015/12/27 13:10,87,84,39,14,28,32,74,89,51,67,177
1888,2015/12/27 13:15,74,62,38,19,39,23,77,108,59,72,177
1889,2015/12/27 13:20,96,68,32,13,44,31,86,87,51,54,173
1890,2015/12/27 13:25,78,75,41,26,41,23,75,112,50,63,177
1891,2015/12/27 13:30,101,73,42,24,30,18,90,111,62,66,160
1892,2015/12/27 13:35,82,51,35,13,39,26,69,114,54,67,196
1893,2015/12/27 13:40,82,76,24,21,36,38,103,96,52,64,219
1894,2015/12/27 13:45,105,50,43,21,43,33,97,98,50,50,170
1895,2015/12/27 13:50,102,86,44,25,36,22,81,116,73,62,191
1896,2015/12/27 13:55,84,81,40,16,37,24,86,127,47,51,143
1897,2015/12/27 14:00,104,77,50,16,34,27,83,78,66,66,125
1898,2015/12/27 14:05,71,70,40,14,40,18,102,95,81,52,128
1899,2015/12/27 14:10,115,61,38,24,47,26,68,107,52,46,135
1900,2015/12/27 14:15,112,64,52,21,39,30,70,90,50,68,130
1901,2015/12/27 14:20,112,57,53,25,32,28,94,92,50,53,123
1902,2015/12/27 14:25,113,60,47,18,49,24,63,114,47,53,133
1903,2015/12/27 14:30,86,51,38,19,32,31,72,106,71,38,121
1904,2015/12/27 14:35,85,70,37,14,41,31,90,94,50,30,119
1905,2015/12/27 14:40,100,73,37,19,45,34,65,95,60,24,113
1906,2015/12/27 14:45,80,60,38,18,36,17,97,98,55,34,97
1907,2015/12/27 14:50,131,44,26,23,27,24,72,90,65,31,95
1908,2015/12/27 14:55,91,71,36,21,47,16,66,99,49,53,146
1909,2015/12/27 15:00,121,64,41,20,47,31,76,106,58,64,135
1910,2015/12/27 15:05,93,61,25,14,55,29,79,112,44,64,150
1911,2015/12/27 15:10,141,73,42,11,47,19,73,103,50,67,160
1912,2015/12/27 15:15,108,69,31,18,55,23,75,89,60,75,147
1913,2015/12/27 15:20,103,57,40,19,38,32,75,79,66,60,155
1914,2015/12/27 15:25,94,76,29,21,47,27,72,81,80,55,145
1915,2015/12/27 15:30,97,65,34,23,42,24,78,66,76,30,112
1916,2015/12/27 15:35,78,77,39,18,46,27,66,67,60,22,118
1917,2015/12/27 15:40,105,66,43,23,27,23,68,46,72,27,121
1918,2015/12/27 15:45,92,70,30,22,40,21,81,41,65,41,116
1919,2015/12/27 15:50,116,65,34,19,38,21,95,38,59,37,108
1920,2015/12/27 15:55,91,74,43,21,42,18,71,49,53,45,104
1921,2015/12/27 16:00,108,60,33,13,44,19,76,71,45,41,107
1922,2015/12/27 16:05,109,72,37,17,57,23,80,90,77,35,127
1923,2015/12/27 16:10,121,59,33,16,43,33,73,125,82,40,153
1924,2015/12/27 16:15,87,78,40,13,44,31,72,141,80,54,166
1925,2015/12/27 16:20,144,66,34,15,65,23,69,132,82,53,167
1926,2015/12/27 16:25,100,75,29,5,54,19,68,124,69,51,184
1927,2015/12/27 16:30,120,60,44,13,62,18,78,131,68,49,180
1928,2015/12/27 16:35,91,73,42,8,49,27,79,99,42,46,149
1929,2015/12/27 16:40,96,69,33,15,50,27,82,85,53,65,147
1930,2015/12/27 16:45,116,76,29,13,48,13,69,110,34,51,124
1931,2015/12/27 16:50,84,59,27,19,42,20,60,97,49,57,141
1932,2015/12/27 16:55,98,56,28,20,51,13,82,109,53,55,154
1933,2015/12/27 17:00,90,80,28,16,43,14,82,101,53,46,135
1934,2015/12/27 17:05,90,70,44,17,48,18,81,97,38,49,128
1935,2015/12/27 17:10,108,75,49,12,56,20,81,116,54,55,166
1936,2015/12/27 17:15,97,87,50,18,40,21,90,104,56,43,151
1937,2015/12/27 17:20,98,70,40,20,58,18,74,101,53,45,152
1938,2015/12/27 17:25,67,55,29,13,43,30,77,117,55,41,137
1939,2015/12/27 17:30,80,53,33,22,44,18,75,112,54,36,129
1940,2015/12/27 17:35,89,63,30,15,39,22,61,94,40,44,135
1941,2015/12/27 17:40,79,54,28,24,49,15,75,92,36,47,125
1942,2015/12/27 17:45,87,74,31,16,47,17,46,111,49,40,130
1943,2015/12/27 17:50,76,56,34,18,41,18,62,94,34,49,130
1944,2015/12/27 17:55,83,57,38,7,44,15,52,93,53,28,97
1945,2015/12/27 18:00,82,56,38,18,32,19,60,89,45,44,101
1946,2015/12/27 18:05,70,50,37,8,36,13,48,104,38,48,94
1947,2015/12/27 18:10,56,45,28,11,37,21,61,96,37,36,82
1948,2015/12/27 18:15,104,39,36,15,28,21,46,80,39,44,112
1949,2015/12/27 18:20,61,59,26,9,38,12,52,87,32,26,78
1950,2015/12/27 18:25,61,39,31,10,23,13,52,90,26,52,115
1951,2015/12/27 18:30,73,47,31,12,24,13,57,73,49,38,95
1952,2015/12/27 18:35,60,44,35,11,23,8,48,76,28,27,104
1953,2015/12/27 18:40,62,37,26,7,22,13,48,89,27,36,101
1954,2015/12/27 18:45,63,49,28,10,37,15,38,70,26,39,85
1955,2015/12/27 18:50,71,43,26,4,26,6,55,68,27,40,96
1956,2015/12/27 18:55,41,43,22,8,20,14,52,89,26,36,98
1957,2015/12/27 19:00,40,28,19,6,18,17,48,75,25,36,98
1958,2015/12/27 19:05,44,32,18,8,20,7,39,56,29,34,90
1959,2015/12/27 19:10,60,41,23,4,31,12,49,55,22,31,80
1960,2015/12/27 19:15,50,32,25,11,26,11,43,77,18,26,73
1961,2015/12/27 19:20,45,30,19,4,17,19,50,68,27,27,71
1962,2015/12/27 19:25,45,28,21,9,16,5,42,63,29,29,76
1963,2015/12/27 19:30,45,32,29,15,15,10,37,56,26,26,70
1964,2015/12/27 19:35,36,42,17,13,19,8,39,52,15,31,66
1965,2015/12/27 19:40,41,24,18,11,18,7,45,54,26,30,66
1966,2015/12/27 19:45,44,33,25,8,25,8,50,51,27,33,68
1967,2015/12/27 19:50,49,26,22,8,21,25,38,56,18,29,57
1968,2015/12/27 19:55,33,30,24,5,18,6,40,59,23,25,69
1969,2015/12/27 20:00,40,22,11,11,16,10,36,56,27,30,74
1970,2015/12/27 20:05,32,32,14,8,22,18,35,56,22,22,60
1971,2015/12/27 20:10,56,30,20,4,23,14,26,43,24,24,56
1972,2015/12/27 20:15,35,27,18,5,16,14,37,51,22,23,58
1973,2015/12/27 20:20,42,32,15,5,16,11,38,63,27,27,66
1974,2015/12/27 20:25,28,30,17,7,14,14,37,50,22,21,62
1975,2015/12/27 20:30,32,34,16,2,10,6,40,51,22,28,65
1976,2015/12/27 20:35,38,29,8,7,17,10,40,53,20,31,75
1977,2015/12/27 20:40,46,20,18,7,19,15,35,44,24,23,57
1978,2015/12/27 20:45,39,17,18,7,17,7,43,58,28,22,48
1979,2015/12/27 20:50,31,31,21,4,15,9,39,48,25,25,79
1980,2015/12/27 20:55,30,25,17,4,11,9,38,52,20,21,51
1981,2015/12/27 21:00,32,21,15,6,17,12,37,50,17,14,47
1982,2015/12/27 21:05,28,26,13,1,16,11,31,39,19,18,52
1983,2015/12/27 21:10,39,19,10,7,20,7,37,49,12,16,38
1984,2015/12/27 21:15,34,31,18,10,14,15,32,46,20,23,46
1985,2015/12/27 21:20,25,28,22,3,15,14,24,55,18,27,57
1986,2015/12/27 21:25,30,24,18,5,8,5,23,29,15,18,45
1987,2015/12/27 21:30,41,19,21,2,13,4,16,37,14,11,39
1988,2015/12/27 21:35,24,8,6,7,13,11,34,35,16,13,32
1989,2015/12/27 21:40,18,17,14,1,8,4,23,41,10,15,47
1990,2015/12/27 21:45,25,21,13,3,6,8,35,28,14,15,37
1991,2015/12/27 21:50,22,13,8,4,8,7,20,41,18,16,42
1992,2015/12/27 21:55,16,19,8,4,6,7,26,26,9,15,38
1993,2015/12/27 22:00,11,15,10,3,2,6,25,40,15,13,28
1994,2015/12/27 22:05,23,18,10,6,6,8,24,29,10,17,38
1995,2015/12/27 22:10,26,13,8,9,11,4,14,30,9,12,24
1996,2015/12/27 22:15,32,12,11,4,4,4,20,43,13,13,30
